T, A, B, Oc, C, Oj, tj, Dp, Dn, E, t1, dx1, dy1, s1, t2, dx2, dy2, s2, savg
297, -0.853, -0.261, -0.199, 2.84, 0.532, 0.143, 0.49, 0.67, -0.0418, 2.9, 1.4, 0.1, 48, 15, 7.4, 1.6, 2.6e+02, 1e+02
297, -0.813, -0.258, -0.202, 2.9, 0.966, 0.139, 0.485, 0.693, -0.0568, 0.77, 0.49, -0.032, 17, 0.8, 0.51, -0.037, 18, 12
297, -0.824, -0.257, -0.202, 2.73, 0.216, 0.141, 0.415, 0.719, -0.0569, 15, 5.2, 1, 1.9e+02, 13, 3.3, -2.8, 1.4e+02, 1.1e+02
296, -0.833, -0.257, -0.202, 2.75, 0.514, 0.145, 0.251, 0.719, -0.0536, 15, 7.3, 0.49, 2.5e+02, 15, 7.3, 0.36, 2.5e+02, 1.7e+02
297, -0.811, -0.26, -0.202, 2.75, 0.539, 0.145, 0.489, 0.712, -0.0557, 12, 5.1, 2.9, 1.9e+02, 15, 7.4, 1.1, 2.6e+02, 1.5e+02
296, -0.815, -0.254, -0.201, 2.81, 0.523, 0.144, 0.392, 0.699, 0, 3.7, 1.7, 0.17, 60, 15, 7.2, 1.1, 2.5e+02, 1e+02
296, -0.857, -0.257, -0.201, 2.79, 0.507, 0.142, 0.524, 0.628, -0.0612, 14, 5.8, 2.9, 2.1e+02, 15, 7.4, -0.3, 2.5e+02, 1.5e+02
297, -0.828, -0.258, -0.203, 2.77, 0.509, 0.131, 0.425, 0.698, -0.0538, 15, 7.2, 1.2, 2.5e+02, 15, 7.5, -0.53, 2.6e+02, 1.7e+02
297, -0.812, -0.258, -0.203, 2.76, 0.546, 0.13, 0.541, 0.718, -0.0518, 3, 1.4, 0.059, 49, 11, 4.3, 2.9, 1.6e+02, 70
296, -0.854, -0.26, -0.204, 2.77, 0.542, 0.146, 0.24, 0.709, -0.059, 15, 7.4, 0.33, 2.5e+02, 15, 7, 2.1, 2.5e+02, 1.7e+02
297, -0.874, -0.26, -0.204, 2.88, 0.543, 0.145, 0.418, 0.715, -0.0592, 15, 7.9, 1, 2.7e+02, 3.3, 1.6, 0.19, 56, 1.1e+02
297, -0.842, -0.258, -0.202, 2.73, 0.563, 0.145, 0.473, 0.711, -0.0623, 15, 7.6, -0.11, 2.6e+02, 15, 7.7, -0.27, 2.6e+02, 1.7e+02
297, -1, -0.261, -0.202, 2.75, 0.545, 0.145, 0.473, 0.71, -0.064, 15, 6.5, 1, 2.3e+02, 15, 6.6, -0.16, 2.3e+02, 1.5e+02
297, -0.835, -0.263, -0.206, 2.67, 0.542, 0.156, 0.248, 0.707, -0.0509, 15, 7.3, 0.72, 2.5e+02, 15, 7.1, 1.6, 2.5e+02, 1.7e+02
297, -0.826, -0.258, -0.202, 2.76, 0.559, 0.154, 0.111, 0.721, -0.0589, 2.8, 1.3, 0.19, 47, 15, 7.4, 1.2, 2.5e+02, 1e+02
297, -0.849, -0.26, -0.203, 2.87, 0.557, 0.144, 0.482, 0.707, -0.0605, 2.9, 1.4, 0.12, 49, 3, 1.4, 0.1, 49, 33
297, -0.852, -0.26, -0.201, 2.8, 0.528, 0.145, 0.484, 0.712, -0.0571, 13, 5.5, 2.9, 2e+02, 15, 7.6, 0.72, 2.6e+02, 1.5e+02
298, -0.849, -0.262, -0.202, 2.68, 0.544, 0.144, 0.494, 0.674, -0.0689, 15, 7.3, 1.7, 2.5e+02, 13, 5.4, 2.9, 2e+02, 1.5e+02
298, -0.849, -0.258, -0.201, 2.9, 0.572, 0.144, 0.486, 0.676, -0.0355, 2.5, 1.2, 0.12, 42, 2.7, 1.3, 0.031, 45, 29
298, -0.781, -0.255, -0.202, 2.74, 0, 0.145, 0.254, 0.717, -0.05, 0.77, -0.4, 0.034, 6.5, 0.77, -0.38, 0.037, 6.4, 4.3
296, -0.84, -0.265, -0.206, 1.4, 0.524, 0.136, 0.199, 0.663, -0.0345, 15, 5.1, 0.14, 1.8e+02, 15, 5.1, 0.23, 1.8e+02, 1.2e+02
296, -0.83, -0.257, -0.203, 2.9, 0.524, 0.158, 0.354, 0.681, -0.0509, 2.4, 1, 0.28, 36, 2.5, 0.98, 0.35, 36, 24
297, -0.838, -0.258, -0.203, 2.82, 0.526, 0.14, 0.308, 0.692, -0.0507, 13, 5.2, -2.8, 1.9e+02, 15, 7.6, 0.94, 2.6e+02, 1.5e+02
296, -0.823, -0.25, -0.206, 2.86, 0.52, 0.137, 0.407, 0.658, -0.0406, 15, 7.2, 2, 2.5e+02, 15, 7.7, -0.68, 2.6e+02, 1.7e+02
296, -0.826, -0.259, -0.206, 2.87, 0.521, 0.135, 0.395, 0.658, -0.0331, 12, 4.8, 2.9, 1.8e+02, 15, 7.7, -0.039, 2.6e+02, 1.5e+02
296, -0.806, -0.256, -0.199, 2.78, 0.55, 0.143, 0.477, 0.723, -0.0641, 3.2, 1.5, 0.063, 53, 15, 7.3, -2, 2.5e+02, 1e+02
296, -0.858, -0.259, -0.201, 2.78, 0.551, 0.143, 0.485, 0.719, -0.0587, 15, 7.6, -0.0025, 2.6e+02, 15, 7.5, -0.38, 2.6e+02, 1.7e+02
296, -0.871, -0.258, -0.202, 2.76, 0.505, 0.146, 0.421, 0.708, -0.06, 14, 6, 2.9, 2.2e+02, 15, 6.9, 1.9, 2.4e+02, 1.5e+02
298, -0.801, -0.253, -0.202, 2.75, 0.527, 0.146, 0.154, 0.718, -0.0461, 15, 7.8, 0.08, 2.7e+02, 9.7, 5.1, 0.036, 1.7e+02, 1.5e+02
297, -0.853, -0.261, -0.199, 2.77, 0.53, 0.145, 0.483, 0.721, -0.0373, 15, 6.8, -2.3, 2.4e+02, 14, 5.8, 2.9, 2.1e+02, 1.5e+02
297, -0.849, -0.261, -0.203, 2.87, 0.538, 0.143, 0.469, 0.656, -0.0565, 15, 7.9, 0.63, 2.7e+02, 3.1, 1.5, 0.057, 53, 1.1e+02
297, -0.79, -0.257, -0.203, 2.84, 0.511, 0.145, 0.471, 0.677, -0.0451, 15, 7.7, 0.52, 2.6e+02, 15, 7.4, 2.2, 2.6e+02, 1.7e+02
297, -0.825, -0.258, -0.203, 2.85, 0.496, 0.145, 0.377, 0.704, -0.0543, 15, 7.4, 1.8, 2.6e+02, 11, 4.8, 2.9, 1.7e+02, 1.4e+02
297, -0.832, -0.258, -0.203, 2.81, 0.487, 0.144, 0.333, 0.695, -0.0673, 13, 6, 2.8, 2.1e+02, 15, 7.5, 1.3, 2.6e+02, 1.6e+02
298, -0.828, -0.257, -0.203, 2.82, 0.578, 0.146, 0.432, 0.715, -0.0569, 2.5, 1.2, 0.054, 42, 2.7, 1.3, -0.015, 45, 29
297, -0.854, -0.26, -0.199, 2.77, 0.546, 0.144, 0.493, 0.706, -0.0451, 15, 7.4, -1.1, 2.5e+02, 15, 7.1, 2.1, 2.5e+02, 1.7e+02
297, -0.854, -0.26, -0.201, 2.75, 0.546, 0.144, 0.491, 0.675, -0.0534, 15, 7, 2.3, 2.5e+02, 11, 4.1, 2.9, 1.5e+02, 1.3e+02
297, -0.828, -0.262, -0.206, 2.81, 0.513, 0.158, 0.116, 0.725, -0.0583, 2.5, 0.95, 0.41, 35, 2.8, 1.1, 0.26, 41, 25
296, -0.823, -0.261, -0.2, 2.83, 0.507, 0.137, 0.169, 0.724, -0.0589, 14, 5.8, 2.9, 2.1e+02, 15, 7.5, 0.74, 2.6e+02, 1.6e+02
298, -0.83, -0.258, -0.2, 2.83, 0.539, 0.145, 0.463, 0.706, -0.0629, 2.5, 1.2, 0.026, 43, 2.8, 1.4, -0.071, 48, 30
297, -0.839, -0.264, -0.199, 2.78, 0.566, 0.146, 0.431, 0.72, -0.0624, 4.7, 2.4, -0.31, 81, 13, 5.5, 2.9, 2e+02, 93
297, -0.844, -0.259, -0.202, 2.72, 0.564, 0.143, 0.483, 0.721, -0.0598, 15, 7.5, -0.2, 2.6e+02, 3.4, 1.6, 0.03, 57, 1e+02
296, -0.853, -0.259, -0.201, 2.78, 0.568, 0.146, 0.476, 0.712, -0.0623, 15, 7.2, -0.78, 2.5e+02, 3, 1.4, 0.035, 50, 1e+02
297, -0.823, -0.26, -0.206, 2.8, 0.507, 0.14, 0.284, 0.683, -0.0493, 13, 5.7, 2.8, 2.1e+02, 15, 7.3, 1.7, 2.5e+02, 1.5e+02
297, -0.83, -0.262, -0.205, 2.87, 0.516, 0.152, 0.371, 0.688, -0.0496, 5.7, 2.9, -0.34, 1e+02, 15, 6.9, 2.8, 2.4e+02, 1.1e+02
296, -0.858, -0.26, -0.203, 2.86, 0.546, 0.141, 0.429, 0.719, -0.0566, 15, 7.8, -0.11, 2.7e+02, 2.8, 1.3, 0.061, 47, 1e+02
296, -0.81, -0.258, -0.203, 2.87, 0.571, 0.146, 0.445, 0.659, -0.0552, 2.7, 1.3, 0.03, 46, 3.1, 1.5, 0.11, 53, 33
297, -0.841, -0.258, -0.202, 2.81, 0.51, 0.148, 0.216, 0.721, -0.0493, 15, 7.5, 0.85, 2.6e+02, 15, 7.1, 2.8, 2.5e+02, 1.7e+02
298, -0.799, -0.258, -0.202, 2.9, 0.506, 0.141, 0.294, 0.68, -0.0498, 5.2, 2.7, 0.17, 93, 3, 1.4, 0.021, 50, 48
297, -0.825, -0.255, -0.203, 2.76, 0.497, 0.144, 0.298, 0.696, -0.0503, 12, 4.5, 2.9, 1.7e+02, 15, 7.2, 1, 2.5e+02, 1.4e+02
297, -0.799, -0.256, -0.202, 2.82, 0.503, 0.141, 0.403, 0.704, -0.0499, 14, 6.6, 2.8, 2.3e+02, 15, 7.7, 1.4, 2.6e+02, 1.7e+02
296, -0.848, -0.26, -0.202, 2.76, 0.55, 0.5, 0.472, 0.71, -0.0589, 1.5, 0.14, -0.095, 8.5, 1.4, 0.14, 0.008, 8.1, 5.5
296, -0.807, -0.258, -0.203, 2.86, 0.546, 0.144, 0.334, 0.723, -0.052, 3.6, 1.8, 0.0099, 61, 3.1, 1.5, -0.033, 52, 38
296, -0.819, -0.258, -0.202, 2.81, 0.494, 0.144, 0.341, 0.645, -0.054, 12, 4.1, -2.8, 1.6e+02, 15, 7.1, 2, 2.5e+02, 1.3e+02
297, -0.831, -0.257, -0.205, 2.87, 0.514, 0.141, 0.355, 0.649, -0.0484, 12, 5.5, 2.8, 2e+02, 15, 7.8, 0.62, 2.6e+02, 1.5e+02
297, -0.83, -0.259, -0.0865, 2.87, 0.531, 0.14, 0.354, 0.674, -0.0425, 2, 0.89, 0.067, 32, 2, 0.91, 0.04, 33, 21
298, -0.798, -0.255, -0.202, 2.74, 0.515, 0.145, 0.332, 0.714, -0.0455, 12, 5, 2.9, 1.8e+02, 15, 7.6, 1.3, 2.6e+02, 1.5e+02
298, -0.824, -0.256, -0.202, 2.75, 0.515, 0.143, 0.208, 0.717, -0.0668, 15, 7, 2.9, 2.5e+02, 15, 7.6, 1.3, 2.6e+02, 1.7e+02
297, -0.806, -0.264, -0.201, 2.73, 0.507, 0.142, 0.397, 0.722, -0.0554, 14, 5.8, 2.8, 2.1e+02, 15, 7.5, -0.24, 2.6e+02, 1.5e+02
296, -0.814, -0.264, -0.2, 2.77, 0.532, 0.143, 0.224, 0.715, -0.0534, 12, 4.9, 2.9, 1.8e+02, 15, 7.4, 0.77, 2.5e+02, 1.4e+02
297, -0.828, -0.259, -0.201, 2.84, 0.506, 0.146, 0.478, 0.673, -0.0528, 15, 7.7, 0.81, 2.6e+02, 15, 7.2, 2.4, 2.5e+02, 1.7e+02
297, -0.856, -0.259, -0.202, 2.85, 0.542, 0.141, 0.418, 0.678, -0.0589, 6.5, 3.3, 0.079, 1.1e+02, 5.9, 3, -0.08, 1e+02, 72
296, -0.799, -0.26, -0.202, 2.76, 0.548, 0.145, 0.485, 0.709, -0.0604, 15, 7.3, 0.16, 2.5e+02, 15, 7.6, -0.15, 2.6e+02, 1.7e+02
297, -0.833, -0.26, -0.202, 2.76, 0.542, 0.145, 0.469, 0.712, -0.0586, 2.9, 1.4, -0.027, 49, 15, 7.2, 2.2, 2.5e+02, 1e+02
297, -0.82, -0.257, -0.203, 2.76, 0.54, 0.146, 0.362, 0.676, -0.0631, 15, 7.6, 0.4, 2.6e+02, 11, 4.5, 2.9, 1.7e+02, 1.4e+02
297, -0.856, -0.259, -0.203, 2.89, 0.518, 0.146, 0.352, 0.685, -0.0504, 15, 7.8, 0.35, 2.7e+02, 14, 6.5, 2.9, 2.3e+02, 1.6e+02
297, -0.824, -0.261, 0, 2.82, 0.514, 0.154, 0.188, 0.694, -0.0517, 1.8, 0.79, 0.092, 28, 1.9, 0.78, -0.012, 28, 19
297, -0.824, -0.261, -0.205, 2.82, 0.514, 0.154, 0.188, 0.694, -0.0517, 15, 7.6, 0.038, 2.6e+02, 15, 7.3, 2, 2.5e+02, 1.7e+02
297, -0.829, -0.26, -0.207, 2.85, 0.542, 0.143, 0.35, 0.692, -0.0614, 15, 7.7, 1.4, 2.6e+02, 2.8, 1.3, 0.1, 46, 1e+02
297, -0.849, -0.26, -0.206, 2.79, 0.534, 0.149, 0.419, 0.696, -0.0594, 15, 7.3, 0.5, 2.5e+02, 15, 7.3, 1.9, 2.5e+02, 1.7e+02
297, -0.827, -0.256, -0.203, 2.86, 0.497, 0.14, 0.355, 0.683, -0.0374, 12, 5.3, 2.9, 1.9e+02, 15, 7.4, 1.7, 2.6e+02, 1.5e+02
296, -0.828, -0.256, -0.204, 2.87, 0.538, 0.139, 0.376, 0.69, -0.0532, 14, 7.5, 1.1, 2.5e+02, 8.4, 4.3, -0.73, 1.5e+02, 1.3e+02
297, -0.767, -0.257, -0.201, 2.94, 0.488, 0.137, 0.369, 0.626, -0.0692, 15, 7.6, -0.29, 2.6e+02, 4.6, 2.4, 0.14, 81, 1.1e+02
298, -0.827, -0.255, -0.202, 2.95, 0.494, 0.145, 0.408, 0.677, -0.0638, 4.2, 2.2, 0.18, 74, 3.3, 1.6, 0.28, 57, 44
297, -0.84, -0.258, -0.202, 2.75, 0.548, 0.143, 0.435, 0.7, -0.0582, 15, 7.2, 1.2, 2.5e+02, 15, 7, 2.3, 2.4e+02, 1.6e+02
297, -0.828, -0.258, -0.4, 2.83, 0.511, 0.146, 0.49, 0.697, -0.051, 15, 5.3, 0.34, 1.9e+02, 15, 5.3, 0.47, 1.9e+02, 1.3e+02
296, -0.857, -0.259, -0.201, 2.8, 0.557, 0.142, 0.475, 0.665, -0.0538, 15, 7.5, -1.1, 2.6e+02, 15, 7.3, 1.8, 2.5e+02, 1.7e+02
297, -0.84, -0.261, -0.2, 2.65, 0.567, 0.144, 0.475, 0.695, -0.0642, 15, 7.2, 1.2, 2.5e+02, 15, 7.3, 0.39, 2.5e+02, 1.7e+02
296, -0.806, -0.257, -0.204, 2.84, 0.503, 0.135, 0.308, 0.665, -0.0307, 13, 5.7, 2.9, 2.1e+02, 15, 7.2, 2, 2.5e+02, 1.5e+02
296, -0.827, -0.258, -0.207, 2.84, 0.501, 0.141, 0.191, 0.667, -0.0464, 15, 7.2, 1.8, 2.5e+02, 15, 6.9, 2.5, 2.4e+02, 1.6e+02
296, -0.796, -0.256, -0.201, 2.85, 0.511, 0.139, 0.309, 0.717, -0.049, 15, 7.6, 1.2, 2.6e+02, 15, 7.6, 1.1, 2.6e+02, 1.7e+02
296, -0.781, -0.259, -0.203, 2.72, 0.51, 0.148, 0.217, 0.673, -0.049, 15, 6.9, 2, 2.4e+02, 15, 7.3, 0.23, 2.5e+02, 1.6e+02
297, -0.85, -0.26, -0.202, 2.83, 0.531, 0.145, 0.443, 0.696, -0.0637, 3, 1.4, -0.081, 50, 12, 4.7, 2.9, 1.7e+02, 75
296, -0.849, -0.26, -0.202, 2.78, 0.54, 0.145, 0.434, 0.704, -0.0605, 15, 7.2, 1.8, 2.5e+02, 15, 7.1, 1.9, 2.5e+02, 1.7e+02
297, -0.827, -0.258, -0.267, 2.87, 0.552, 0.147, 0.384, 0.709, -0.047, 15, 7.3, -0.17, 2.5e+02, 15, 6.7, 2.5, 2.4e+02, 1.6e+02
297, -0.838, -0.26, -0.203, 2.77, 0.56, 0.147, 0.427, 0.694, -0.0506, 15, 7.6, 0.7, 2.6e+02, 13, 5.9, 2.9, 2.1e+02, 1.6e+02
297, -0.85, -0.4, -0.202, 2.73, 0.547, 0.145, 0.472, 0.711, -0.0599, 2, 0.87, 0.0083, 31, 1.9, 0.83, -0.058, 30, 20
297, -0.85, -0.259, -0.202, 2.78, 0.549, 0.145, 0.473, 0.71, -0.0639, 11, 5.5, -1.7, 1.9e+02, 3.1, 1.5, 0.065, 53, 82
296, -0.817, -0.256, -0.202, 2.9, 0.522, 0.142, 0.388, 0.658, -0.0436, 3.7, 1.9, -0.0055, 64, 15, 7.7, 0.98, 2.6e+02, 1.1e+02
296, -0.825, -0.254, -0.206, 2.75, 0.53, 0.144, 0.543, 0.66, -0.0315, 15, 6.7, 2.4, 2.4e+02, 15, 6.9, 1.7, 2.4e+02, 1.6e+02
296, -0.839, -0.258, -0.207, 2.79, 0.565, 0.153, 0.5, 0.696, -0.054, 3.9, 1.9, -0.1, 67, 15, 6.8, 2.4, 2.4e+02, 1e+02
297, -0.838, -0.257, -0.202, 2.86, 0.584, 0.143, 0.32, 0.704, -0.0556, 2.5, 1.2, 0.22, 42, 2.5, 1.2, 0.099, 42, 28
296, -0.824, -0.259, -0.205, 2.75, 0.526, 0.143, 0.472, 0.747, -0.0354, 15, 7.1, 1.2, 2.5e+02, 15, 7.3, 0.32, 2.5e+02, 1.7e+02
296, -0.82, -0.264, -0.203, 2.76, 0.531, 0.146, 0.072, 0.704, -0.0375, 15, 6.7, 2.6, 2.4e+02, 15, 7.2, 1.5, 2.5e+02, 1.6e+02
297, -0.845, -0.26, -0.202, 2.79, 0.548, 0.5, 0.304, 0.709, -0.0592, 1.5, 0.13, -0.048, 8.1, 1.5, 0.1, -0.068, 7.3, 5.1
297, -0.876, -0.259, -0.205, 2.73, 0.553, 0.145, 0.394, 0.713, -0.0592, 15, 6.9, 1.1, 2.4e+02, 15, 7.3, -0.4, 2.5e+02, 1.6e+02
296, -0.811, -0.259, -0.203, 2.83, 0.5, 0.144, 0.519, 0.707, -0.0576, 15, 7.4, -1.1, 2.5e+02, 13, 5.7, 2.9, 2.1e+02, 1.5e+02
296, -0.811, -0.26, -0.202, 2.75, 0.512, 0.143, 0.522, 0.666, -0.0566, 15, 7.3, -0.12, 2.5e+02, 15, 7.4, 0.93, 2.5e+02, 1.7e+02
297, -0.825, -0.26, -0.204, 2.81, 0.556, 0.144, 0.271, 0.715, -0.0564, 3.5, 1.7, 0.36, 59, 4.1, 2, 0.16, 70, 43
297, -0.847, -0.26, -0.207, 2.76, 0.52, 0.155, 0.463, 0.7, -0.0621, 15, 7.2, 1.2, 2.5e+02, 15, 7.3, 1.1, 2.5e+02, 1.7e+02
296, -0.848, -0.258, -0.201, 2.86, 0.57, 0.139, 0.467, 0.708, -0.0617, 2.7, 1.3, 0.15, 46, 2.7, 1.3, 0.13, 44, 30
296, -0.822, -0.26, -0.201, 2.79, 0.504, 0.145, 0.325, 0.719, -0.0491, 15, 7.4, 0.64, 2.5e+02, 15, 7.6, 0.058, 2.6e+02, 1.7e+02
296, -0.826, -0.265, -0.199, 2.74, 0.541, 0.141, 0.172, 0.712, -0.0487, 14, 6.3, 2.8, 2.2e+02, 15, 7.5, 0.3, 2.5e+02, 1.6e+02
298, -0.834, -0.257, -0.201, 2.81, 0.518, 0.143, 0.366, 0.72, -0.0547, 5.1, 2.6, 0.33, 91, 6.2, 3.2, 0.38, 1.1e+02, 67
298, -0.822, -0.254, -0.203, 2.91, 0.585, 0.15, 0.48, 0.685, -0.0661, 2.4, 1.2, 0.077, 41, 2.5, 1.2, 0.077, 43, 28
298, -0.823, -0.257, -0.208, 2.83, 0.513, 0.132, 0.556, 0.669, -0.0749, 15, 7.9, 0.55, 2.7e+02, 4.8, 2.5, 0.4, 85, 1.2e+02
297, -0.832, -0.253, -0.205, 2.86, 0.525, 0.142, 0.441, 0.653, -0.0375, 15, 7.3, 0.56, 2.5e+02, 15, 7.5, 1.5, 2.6e+02, 1.7e+02
297, -0.824, -0.255, -0.203, 2.85, 0.541, 0.139, 0.42, 0.676, -0.0436, 3, 1.5, 0.084, 51, 15, 7.7, 0.44, 2.6e+02, 1e+02
296, -0.803, -0.257, -0.2, 2.78, 0.551, 0.143, 0.515, 0.722, -0.0626, 3, 1.4, 0.13, 49, 15, 7.4, -1.1, 2.5e+02, 1e+02
296, -0.803, -0.257, -0.2, 2.78, 0.551, 0.143, 0.515, 0.722, -0.0626, 15, 7.4, 1.9, 2.5e+02, 14, 6.1, 2.8, 2.2e+02, 1.6e+02
296, -0.848, -0.26, -0.202, 2.76, 0.55, 0.145, 0.472, 0.71, -0.0589, 15, 7.5, 0.023, 2.6e+02, 15, 7.1, 2.1, 2.5e+02, 1.7e+02
296, -0.848, -0.26, -0.202, 2.76, 0.55, 0.145, 0.472, 0.71, -0.0589, 11, 4.4, 2.8, 1.6e+02, 15, 7.4, 0.46, 2.5e+02, 1.4e+02
297, -0.829, -0.258, -0.203, 2.87, 0, 0.14, 0.371, 0.685, -0.0491, 0.77, -0.39, 0.034, 6.4, 0.77, -0.38, 0.035, 6.4, 4.3
297, -0.829, -0.258, -0.203, 2.87, 0.508, 0.14, 0.371, 0.685, -0.0491, 15, 7.8, -0.27, 2.7e+02, 13, 5.7, 2.8, 2e+02, 1.6e+02
296, -0.824, -0.257, -0.208, 2.72, 0.527, 0.135, 0.381, 0.653, -0.0735, 15, 7.2, 0.37, 2.5e+02, 15, 7.1, 1.1, 2.5e+02, 1.6e+02
297, -0.823, -0.26, -0.207, 2.75, 0.541, 0.141, 0.289, 0.725, -0.0258, 12, 5.3, 2.9, 1.9e+02, 15, 7.4, -1.4, 2.6e+02, 1.5e+02
296, -0.85, -0.256, -0.199, 2.89, 0.529, 0.136, 0.24, 0.667, -0.0543, 3, 1.5, 0.017, 51, 15, 7.6, 0.98, 2.6e+02, 1e+02
296, -0.832, -0.264, -0.2, 2.94, 0.512, 0.137, 0.246, 0.62, -0.0528, 3.4, 1.7, 0.17, 57, 3.5, 1.6, -0.21, 57, 38
297, -0.812, -0.261, -0.205, 2.82, 0.511, 0.153, 0.185, 0.699, -0.0552, 15, 7.6, 0.6, 2.6e+02, 4.8, 2.4, 0.5, 83, 1.1e+02
297, -0.827, -0.261, -0.204, 2.82, 0.508, 0.146, 0.549, 1, 0.266, 15, 6, -0.96, 2.1e+02, 9.6, 4.3, -0.29, 1.5e+02, 1.2e+02
297, -0.795, -0.256, -0.202, 2.76, 0.521, 0.146, 0.274, 0.717, -0.0593, 15, 7.1, 0.95, 2.5e+02, 15, 7.1, 2.2, 2.5e+02, 1.6e+02
296, -0.816, -0.254, -0.202, 2.74, 0.543, 0.145, 0.517, 0.71, -0.0545, 15, 7.2, 0.18, 2.5e+02, 15, 7.3, -0.33, 2.5e+02, 1.7e+02
297, -0.847, -0.26, -0.203, 2.75, 0.525, 0.144, 0.467, 0.707, -0.0524, 15, 7.2, -1.5, 2.5e+02, 15, 7.3, 1.4, 2.5e+02, 1.7e+02
297, -0.853, -0.26, -0.201, 2.86, 0.541, 0.143, 0.497, 0.724, -0.0608, 7.5, 3.7, 1.2, 1.3e+02, 15, 7.3, 2.1, 2.5e+02, 1.3e+02
297, -0.823, -0.258, -0.203, 2.89, 0.535, 0.146, 0.398, 0.692, -0.0548, 2.8, 1.4, -0.062, 47, 2.8, 1.4, 0.036, 48, 32
297, -0.856, -0.257, -0.202, 2.91, 0.546, 0.143, 0.401, 0.713, -0.0493, 3.1, 1.5, -0.023, 54, 2.9, 1.4, 0.058, 49, 34
296, -0.849, -0.259, -0.202, 2.68, 0.558, 0.145, 0.471, 0.71, -0.0634, 15, 7, 0.82, 2.4e+02, 15, 7.3, 0.66, 2.5e+02, 1.6e+02
298, -0.843, -0.257, -0.202, 2.73, 0.559, 0.146, 0.474, 0.711, -0.0641, 9.1, 4.8, 0.21, 1.6e+02, 15, 7.8, 0.4, 2.7e+02, 1.4e+02
297, -0.855, -0.26, -0.201, 2.76, 0.525, 0.143, 0.429, 0.662, -0.0475, 12, 5, 2.9, 1.8e+02, 15, 7.5, 0.23, 2.5e+02, 1.5e+02
296, -0.826, -0.259, -0.202, 2.72, 0.548, 0.5, 0.439, 0.69, -0.0612, 1.5, 0.11, -0.091, 7.7, 1.5, 0.16, -0.074, 9, 5.5
297, -0.854, -0.261, -0.203, 2.86, 0.537, 0.143, 0.48, 0, -0.0471, 15, 7.3, 1.2, 2.5e+02, 12, 4.7, 2.9, 1.7e+02, 1.4e+02
297, -0.853, -0.26, -0.202, 2.85, 0.556, 0.143, 0.473, 0.73, -0.0596, 10, 5.5, 0.15, 1.9e+02, 2.9, 1.4, 0.13, 48, 78
297, -0.832, -0.259, -0.203, 2.87, 0.536, 0.14, 0.383, 0.698, -0.0435, 3.5, 1.7, 0.076, 59, 15, 7.8, 0.54, 2.6e+02, 1.1e+02
297, -0.83, -0.257, -0.203, 2.85, 0.502, 0.142, 0.385, 0.694, -0.0478, 3.2, 1.5, 0.3, 53, 15, 7.7, 0.034, 2.6e+02, 1e+02
297, -0.786, -0.256, -0.204, 2.84, 0.532, 0.146, 0.257, 0.716, -0.0473, 2.7, 1.2, 0.084, 44, 3.2, 1.5, 0.072, 54, 32
296, -0.802, -0.259, -0.201, 2.76, 0.559, 0.145, 0.298, 0.717, -0.0603, 15, 7.5, -1.3, 2.6e+02, 10, 5.3, 0.041, 1.8e+02, 1.5e+02
297, -0.813, -0.254, -0.202, 2.77, 0.563, 0.145, 0.495, 0.714, -0.057, 9.4, 4.9, 0.12, 1.7e+02, 9.4, 4.9, -0.17, 1.7e+02, 1.1e+02
297, -0.768, -0.254, -0.202, 2.75, 0.549, 0.145, 0.534, 0.714, -0.0626, 15, 7.6, 1.1, 2.6e+02, 2.7, 1.3, 0.066, 45, 1e+02
296, -0.848, -0.26, -0.202, 2.76, 0.55, 0.145, 0.472, 0.71, -0.0589, 15, 6.9, 1.2, 2.4e+02, 3.2, 1.5, 0.2, 53, 98
296, -0.848, -0.26, -0.202, 2.76, 0.55, 0.145, 0.472, 0.71, -0.0589, 15, 7.3, 1.1, 2.5e+02, 15, 7.5, 0.58, 2.6e+02, 1.7e+02
297, -0.849, -0.262, -0.201, 2.7, 0.54, 0.158, 0.229, 0.714, -0.0629, 15, 6.7, 2.5, 2.4e+02, 15, 7.3, -1.4, 2.5e+02, 1.6e+02
297, -0.831, -0.262, -0.205, 2.77, 0.536, 0.145, 0.093, 0.711, -0.0509, 15, 7.6, 1.5, 2.6e+02, 2.7, 1.3, 0.044, 45, 1e+02
297, -0.849, -0.26, -0.202, 2.76, 0.538, 0.144, 0.47, 0.715, -0.0596, 15, 7.2, 1.7, 2.5e+02, 7.8, 4.1, 0.016, 1.4e+02, 1.3e+02
297, -0.858, -0.26, -0.202, 2.76, 0.516, 0.144, 0.499, 0.716, -0.0617, 13, 5, -2.8, 1.8e+02, 15, 7.4, -0.036, 2.5e+02, 1.5e+02
296, -0.849, -0.26, -0.201, 2.74, 0.304, 0.145, 0.445, 0.697, -0.0582, 15, 6.1, -0.51, 2.1e+02, 15, 6.1, -1, 2.1e+02, 1.4e+02
297, -0.847, -0.26, -0.203, 2.76, 0.544, 0.145, 0.456, 0.695, -0.0643, 15, 7.3, 1.2, 2.5e+02, 13, 5.7, 2.9, 2.1e+02, 1.5e+02
296, -0.815, -0.254, -0.205, 2.77, 0.559, 0.142, 0.39, 0.656, -0.0649, 15, 7.6, 0.17, 2.6e+02, 15, 7.4, 1.2, 2.5e+02, 1.7e+02
