-0.000389, -7.04e-05, 0.35
-5.36e-05, -9.42e-05, 0.351
0.00172, -4.17e-05, 0.353
0.00525, -6.86e-06, 0.353
0.0102, 1.17e-05, 0.353
0.0162, 6.38e-05, 0.351
0.0234, 0.000206, 0.348
0.0322, 0.000941, 0.343
0.041, 0.00203, 0.341
0.0487, 0.00211, 0.34
0.0555, 0.000775, 0.34
0.0615, -0.00183, 0.34
0.0672, -0.00508, 0.338
0.0715, -0.00656, 0.338
0.0739, -0.00576, 0.338
0.075, -0.00307, 0.339
0.0749, 0.00123, 0.339
0.0739, 0.00687, 0.338
0.0726, 0.0132, 0.335
0.0708, 0.0173, 0.334
0.0689, 0.0183, 0.337
0.0679, 0.0174, 0.339
0.0674, 0.015, 0.339
0.0671, 0.011, 0.338
0.0681, 0.00694, 0.339
0.0706, 0.00446, 0.338
0.0745, 0.00399, 0.339
0.0802, 0.00544, 0.339
0.0871, 0.00835, 0.337
0.0949, 0.012, 0.336
0.104, 0.0146, 0.336
0.115, 0.0159, 0.334
0.128, 0.0154, 0.332
0.139, 0.0127, 0.333
0.149, 0.00844, 0.333
0.158, 0.00345, 0.335
0.167, -0.00128, 0.335
0.177, -0.00488, 0.333
0.189, -0.00655, 0.331
0.2, -0.00532, 0.332
0.21, -0.00179, 0.334
0.219, 0.00344, 0.337
0.228, 0.0094, 0.336
0.238, 0.0141, 0.332
0.249, 0.0166, 0.33
0.26, 0.0163, 0.33
0.269, 0.0137, 0.333
0.278, 0.0095, 0.336
0.286, 0.00478, 0.336
0.296, 0.00119, 0.334
0.308, -0.000778, 0.331
0.32, -0.000853, 0.328
0.332, 0.00152, 0.328
0.343, 0.00582, 0.33
0.354, 0.0105, 0.331
0.366, 0.0144, 0.328
0.38, 0.0168, 0.324
0.392, 0.0161, 0.325
0.404, 0.0129, 0.327
0.415, 0.00836, 0.33
0.427, 0.00352, 0.33
0.44, -0.000307, 0.327
0.454, -0.00254, 0.323
0.468, -0.00144, 0.323
0.481, 0.00236, 0.326
0.494, 0.0073, 0.329
0.507, 0.0127, 0.329
0.522, 0.0173, 0.325
0.536, 0.0201, 0.32
0.55, 0.0196, 0.322
0.564, 0.0163, 0.327
0.577, 0.0117, 0.331
0.591, 0.0065, 0.33
0.606, 0.00161, 0.324
0.621, -0.00158, 0.319
0.635, -0.00168, 0.32
0.65, 0.000766, 0.324
0.665, 0.00458, 0.328
0.68, 0.00872, 0.328
0.696, 0.0126, 0.321
0.711, 0.0143, 0.318
0.726, 0.0126, 0.321
0.74, 0.00861, 0.326
0.755, 0.0035, 0.329
0.77, -0.00194, 0.327
0.787, -0.00722, 0.32
0.802, -0.00964, 0.317
0.817, -0.00859, 0.321
0.832, -0.00532, 0.326
0.848, -0.000895, 0.329
0.863, 0.00383, 0.327
0.88, 0.00849, 0.319
0.894, 0.0118, 0.314
0.907, 0.0118, 0.318
0.922, 0.00948, 0.323
0.936, 0.00586, 0.327
0.951, 0.00179, 0.327
0.967, -0.00222, 0.32
0.981, -0.00453, 0.317
0.994, -0.00358, 0.319
1.01, -0.000397, 0.324
1.02, 0.0039, 0.328
