T, A, B, Oc, C, Oj, tj, Dp, Dn, E, t1, dx1, dy1, s1, t2, dx2, dy2, s2, t3, dx3, dy3, s3, savg
332, -0.65, -0.15, -0.226, 0.745, 0.727, 0.144, 0.327, 0.0909, 0.0767, 2, -0.038, 0.056, 3.7, 2.1, 0.58, -0.025, 21, 2.2, 0.47, -0.087, 17, 14
571, -0.701, -0.17, -0.241, 0.739, 0.864, 0.139, 0.383, 0.242, 0.0701, 0.9, 0.38, 0.018, 13, 0.88, 0.38, -0.019, 13, 0.88, 0.4, -0.017, 14, 13
338, -0.8, -0.0453, -0.23, 1.7, 0.744, 0.163, 0.567, 0.0756, 0.378, 15, -0.063, 0.85, 24, 15, -0.096, 0.88, 25, 15, 1.5, 1.2, 64, 38
332, -0.719, -0.0451, -0.267, 1.76, 0.744, 0.162, 0.467, 0.118, -0.0849, 5.5, 1.5, 0.23, 51, 15, 3.5, 1.2, 1.2e+02, 3.8, 0.86, -0.34, 31, 68
341, -0.464, -0.188, -0.234, 2.24, 0.735, 0.141, 0.548, 0.336, 0.217, 15, 3, 1.1, 1.1e+02, 15, 2.7, -1.7, 1e+02, 15, 2.9, 1, 1.1e+02, 1.1e+02
346, -0.457, -0.386, -0.24, 2.21, 0.65, 0.165, 0.456, 0.116, 0.19, 2.3, 0.76, -0.023, 26, 2.8, 0.85, 0.0026, 29, 2.5, 0.74, 0.062, 26, 27
305, -0.737, -0.105, -0.193, 2.23, 0.693, 0.107, 0.369, 0.61, 0.0486, 12, 3.1, 2.8, 1.2e+02, 14, 3.6, 2.8, 1.3e+02, 14, 3.7, 2.8, 1.3e+02, 1.3e+02
305, -0.768, -0.123, -0.191, 2.24, 0.639, 0.154, 0.366, 0.615, 0.0383, 15, 4.4, 1.8, 1.5e+02, 15, 3.5, -2.3, 1.3e+02, 15, 4.8, 0.4, 1.6e+02, 1.5e+02
310, -0.637, -0.105, -0.0748, 2.11, 0.739, 0.155, 0.473, 0.508, -0.0638, 0.98, 0.47, -0.018, 16, 2.1, 0.87, 0.05, 29, 1.2, 0.55, 0.048, 19, 21
312, -0.764, -0.0898, -0.229, 3.36, 0.75, 0.156, 0.509, 0.666, 0.0184, 12, 3, 2.8, 1.2e+02, 11, 2.7, 2.8, 1e+02, 12, 3, 2.8, 1.2e+02, 1.1e+02
344, -0.581, -0.0458, -0.115, 3.28, 0.612, 0.135, 0.371, 0.233, -0.0349, 15, 4.5, -0.92, 1.5e+02, 15, 3.6, 1.9, 1.3e+02, 13, 1.9, 2.8, 88, 1.2e+02
301, -0.576, -0.049, -0.0997, 1.42, 0.695, 0.167, 0.397, 0.227, -0.031, 15, 3.6, 0.55, 1.3e+02, 15, 3.6, 0.43, 1.2e+02, 0.95, 0.44, 0.022, 15, 88
309, -0.794, -0.0447, -0.309, 1.74, 0.802, 0.114, 0.309, 0.106, 0.0776, 15, 3.9, 0.11, 1.3e+02, 15, 3.2, 1.4, 1.2e+02, 15, 3.5, 1.5, 1.2e+02, 1.2e+02
311, -0.838, -0.127, -0.325, 1.7, 0.781, 0.163, 0.33, 0.13, 0.0883, 15, 3.2, 1.7, 1.2e+02, 15, 3.6, -0.55, 1.2e+02, 15, 3.6, 0.76, 1.2e+02, 1.2e+02
287, -0.637, -0.0837, -0.152, 1.97, 0.662, 0.155, 0.314, 0.691, 0.0569, 15, 2.9, -0.12, 1e+02, 15, 2.7, -0.61, 98, 15, 2.8, 0.019, 1e+02, 1e+02
317, -0.66, -0.0861, -0.238, 2.23, 0.698, 0.155, 0.296, 0.298, 0.033, 14, 3.4, 2.8, 1.3e+02, 13, 3, 2.8, 1.2e+02, 13, 2.8, 2.8, 1.1e+02, 1.2e+02
304, -0.747, -0.0693, -0.241, 1.78, 0.767, 0.149, 0.483, 0.246, 0.00259, 15, 4.1, 1.1, 1.4e+02, 15, 4.1, 0.49, 1.4e+02, 15, 4, 0.44, 1.4e+02, 1.4e+02
319, -0.747, -0.069, -0.244, 1.79, 0.507, 0.167, 0.523, 0.235, 0.00328, 15, 2.7, 2.1, 1.1e+02, 15, 2.9, 2.3, 1.1e+02, 15, 2.9, 2.3, 1.1e+02, 1.1e+02
299, -0.662, -0.0872, -0.121, 2.87, 0.639, 0.155, 0.366, 0.661, 0, 15, 6, 1, 2e+02, 15, 5.7, -2.1, 1.9e+02, 15, 6.1, -1.1, 2e+02, 1.9e+02
299, -0.662, -0.0872, -0.121, 2.87, 0.639, 0.155, 0.366, 0.661, 0, 15, 6.2, 0.33, 2e+02, 15, 6.1, -0.11, 2e+02, 15, 6.2, 0.68, 2e+02, 2e+02
411, -0.841, -0.0432, -0.0878, 2.28, 0.782, 0.117, 0.488, 0.666, 0.0605, 0.9, 0.45, -0.023, 15, 0.98, 0.47, -0.039, 16, 0.93, 0.46, -0.022, 16, 16
438, -0.684, -0.0548, -0.0858, 1.57, 0.734, 0.149, 0.466, 0.599, 0.113, 1, 0.47, -0.0081, 16, 1, 0.46, -0.011, 16, 1, 0.46, -0.015, 16, 16
426, -0.769, -0.0434, -0.244, 1.87, 0.767, 0.162, 0.465, 0.133, -0.0472, 7.1, 1.4, 0.46, 51, 15, 4.4, -1.5, 1.5e+02, 15, 4.6, -0.84, 1.6e+02, 1.2e+02
425, -0.773, -0.091, -0.244, 1.91, 0.774, 0.161, 0.447, 0.156, -0.0664, 15, 5.2, 0.42, 1.7e+02, 7.2, 1.7, -1.1, 62, 4.6, 0.53, -0.39, 23, 85
350, -0.957, -0.0614, -0.234, 2.06, 0.617, 0.164, 0.261, 0.226, 0.0278, 4.1, 0.063, -0.32, 9.6, 3.2, 0.49, -0.3, 20, 15, 4.1, 0.29, 1.4e+02, 56
390, -0.551, -0.252, -0.237, 2.04, 0.628, 0.133, 0.395, 0.346, 0.0185, 15, 4.5, -1.2, 1.5e+02, 15, 4.9, -0.58, 1.6e+02, 14, 2.8, 2.8, 1.1e+02, 1.4e+02
402, -0.682, -0.125, -0.0599, 2.4, 0.74, 0.123, 0.406, 0.35, 0.0821, 0.95, 0.45, -0.027, 15, 0.95, 0.45, -0.034, 15, 0.93, 0.44, -0.02, 15, 15
397, -0.687, -0.132, -0.265, 1.75, 0.599, 0.0937, 0.366, 0.576, 0.0626, 15, 1.3, -1.5, 62, 15, 2, 0.72, 77, 15, 2.3, 0.27, 86, 75
343, -0.704, -0.0897, -0.0648, 3.34, 0.638, 0.17, 0.332, 0.54, -0.0327, 2.1, 0.85, -0.017, 29, 2.2, 0.91, 0.058, 30, 2.2, 0.86, -0.065, 29, 29
308, -0.734, -0.056, -0.177, 1.65, 0.792, 0.17, 0.344, 0.883, -0.0417, 1, 0.5, 0.02, 17, 1, 0.5, 0.026, 17, 1.1, 0.52, 0.042, 18, 17
332, -0.708, -0.0515, -0.33, 2.21, 0.676, 0.126, 0.339, 0.65, 0.083, 15, 3.4, -0.66, 1.2e+02, 15, 3.5, -0.66, 1.2e+02, 15, 3.3, -1.1, 1.2e+02, 1.2e+02
354, -0.679, -0.0573, -0.206, 2.24, 0.678, 0.207, 0.245, 0.455, 0.0688, 15, 4, 0.42, 1.3e+02, 15, 4, 0.081, 1.4e+02, 15, 4, -0.73, 1.4e+02, 1.4e+02
296, -0.45, -0.0773, -0.266, 3.05, 0.695, 0.135, 0.367, 0.727, 0.0894, 15, 3.1, 1.7, 1.1e+02, 15, 3.4, 0.66, 1.2e+02, 15, 3.6, -0.24, 1.2e+02, 1.2e+02
295, -0.452, -0.0916, -0.247, 1.65, 0.69, 0.077, 0.366, 0.913, 0.11, 15, 2.7, 0.6, 97, 15, 2.8, 0.47, 99, 15, 2.4, 1.2, 91, 96
295, -0.632, -0.0762, -0.339, 2.86, 0.701, 0.155, 0.406, 0.74, 0.0464, 13, 1.3, 2.8, 72, 12, 1.2, 2.8, 66, 12, 0.73, 2.8, 57, 65
315, -0.64, -0.078, -0.188, 2.35, 0.618, 0.155, 0.385, 0.735, 0.115, 15, 3, 2.3, 1.1e+02, 15, 1.8, 2.8, 84, 15, 2.9, 2.4, 1.1e+02, 1e+02
295, -0.692, -0.0508, -0.0381, 2.33, 0.688, 0.184, 0.384, 0.516, -7.78e-05, 1.1, 0.5, 0.022, 17, 1, 0.5, 0.055, 17, 1.3, 0.58, 0.08, 20, 18
292, -0.552, -0.0315, -0.142, 2.34, 0.719, 0.146, 0.385, 0.692, 0.00106, 1.3, 0.6, 0.054, 20, 1.2, 0.56, 0.063, 19, 13, 2.6, 2.8, 1e+02, 48
309, -0.619, -0.14, -0.329, 2.22, 0.609, 0.172, 0.374, 0.792, 0.0578, 15, 4.5, 0.96, 1.5e+02, 15, 0.071, 2.3, 41, 15, 4, 1.1, 1.4e+02, 1.1e+02
305, -0.618, -0.098, -0.27, 2.15, 0.598, 0.165, 0.365, 0.662, -0.0116, 14, 2.1, 2.8, 91, 13, 2.3, 2.8, 97, 13, 2.7, 2.8, 1.1e+02, 98
360, -0.776, -0.0951, -0.5, 1.55, 0.724, 0.156, 0.363, 0.45, 0.0722, 1, -0.27, 0.045, 4.8, 1, -0.28, 0.051, 4.9, 1, -0.28, 0.039, 4.8, 4.9
365, -0.782, -0.169, -0.207, 1.92, 0.745, 0.158, 0.397, 0.203, -0.0841, 15, 5.1, -2.3, 1.7e+02, 12, 3, -2.8, 1.1e+02, 14, 4.5, -2.8, 1.6e+02, 1.5e+02
370, -0.662, -0.0623, -0.207, 1.98, 0.642, 0.139, 0.243, 0.499, 0.0687, 15, 4.2, 0.54, 1.4e+02, 15, 3.9, -1.4, 1.4e+02, 15, 4.1, -0.41, 1.4e+02, 1.4e+02
347, -0.873, -0.0573, -0.192, 1.95, 0.712, 0.188, 0.244, 0.437, 0.0228, 15, 4.5, -0.84, 1.5e+02, 15, 4.6, 0.55, 1.6e+02, 15, 4.7, 0.25, 1.6e+02, 1.5e+02
340, -0.745, -0.141, -0.203, 2.6, 0.73, 0.159, 0.4, 0.376, -0.0259, 15, 5.2, -0.24, 1.7e+02, 15, 5.1, 0.63, 1.7e+02, 15, 5.1, 0.38, 1.7e+02, 1.7e+02
323, -0.704, -0.0812, -0.0756, 2.87, 0.743, 0.134, 0.452, 0.648, -0.0432, 1, 0.53, -0.025, 18, 1.1, 0.54, -0.00067, 18, 1.1, 0.53, -0.013, 18, 18
381, -0.85, -0.079, -0.329, 1.9, 0.647, 0.16, 0.355, 0.265, 0.0515, 2.6, 0.13, 0.1, 7.9, 2.4, 0.049, 0.064, 5.2, 15, 4.1, 0.13, 1.4e+02, 51
368, -0.857, -0.0972, -0.296, 1.85, 0.626, 0.104, 0.182, 0.404, 0.0231, 15, 3.8, -2.3, 1.4e+02, 15, 4, -1.9, 1.4e+02, 15, 4, -1.9, 1.4e+02, 1.4e+02
382, -0.564, -0.208, -0.161, 2.33, 0.596, 0.135, 0.341, 0.107, -0.0159, 15, 4, 0.98, 1.4e+02, 15, 3.9, -0.83, 1.3e+02, 15, 4, -1, 1.4e+02, 1.4e+02
341, -0.569, -0.12, -0.16, 1.86, 0.631, 0.157, 0.313, 0.428, -0.0331, 15, 4.5, -0.45, 1.5e+02, 8.6, 2.2, 0.049, 77, 15, 4.4, 0.52, 1.5e+02, 1.3e+02
352, -0.649, -0.0766, -0.182, 2.86, 0.649, 0.154, 0.276, 0.751, 0.0187, 2.5, 0.96, -0.046, 32, 2.8, 1.1, 0.11, 37, 2.5, 0.96, -0.013, 32, 34
412, -0.677, -0.077, -0.0591, 1.87, 0.646, 0.155, 0.36, 0.426, 0.0186, 1.3, 0.52, -0.056, 18, 3.2, 1, -0.16, 35, 3.3, 1.1, -0.25, 37, 30
358, -0.575, -0.0839, -0.213, 2.45, 0.557, 0.159, 0.33, 0.184, -0.0528, 15, 5.6, -0.052, 1.8e+02, 12, 3, -2.8, 1.1e+02, 15, 5.4, -1.7, 1.8e+02, 1.6e+02
338, -0.748, 0.0229, -0.197, 2.68, 0.579, 0.163, 0.339, 0.188, -0.0541, 15, 3.6, -0.71, 1.3e+02, 15, 2.8, 0.7, 1e+02, 15, 3.4, 0.29, 1.2e+02, 1.2e+02
284, -0.74, -0.0886, -0.119, 3.47, 0.587, 0.143, 0.406, 0.849, -0.01, 11, 1.3, 2.8, 69, 11, 1.1, 2.8, 64, 11, 1.2, 2.8, 66, 66
304, -0.758, -0.104, -0.122, 1.98, 0.606, 0.138, 0.459, 0.697, -0.0325, 14, 2.8, 2.8, 1.1e+02, 15, 2.8, 2.8, 1.1e+02, 14, 2.6, 2.8, 1.1e+02, 1.1e+02
289, -0.559, -0.0214, -0.251, 2.09, 0.619, 0.105, 0.392, 0.59, 0.191, 15, 1.2, -0.13, 52, 15, 1, 0.32, 47, 15, 0.92, 0.55, 45, 48
311, -0.43, -0.245, -0.26, 2.04, 0.715, 0.135, 0.378, 0.157, -0.054, 2.5, 1.1, 0.23, 37, 2.4, 1, -0.058, 34, 2.5, 1.1, 0.058, 36, 36
414, -0.722, -0.0728, -0.191, 2.18, 0.616, 0.136, 0.368, 1, 0.0525, 15, 4, -0.44, 1.3e+02, 15, 3.9, -0.64, 1.3e+02, 15, 3.9, -0.52, 1.3e+02, 1.3e+02
414, -0.722, -0.0728, -0.191, 2.18, 0.616, 0.136, 0.368, 0.608, 0.0525, 15, 3.9, -0.94, 1.3e+02, 15, 3.9, -0.78, 1.3e+02, 15, 3.9, 0.46, 1.3e+02, 1.3e+02
288, -0.703, -0.114, 0, 1.22, 0.749, 0.139, 0.385, 0.412, 0.00279, 0.9, 0.4, 0.055, 14, 0.82, 0.4, 0.019, 14, 0.82, 0.4, 0.034, 14, 14
291, -0.704, -0.0856, -0.258, 1.42, 0.788, 0.145, 0.344, 0.16, -0.0421, 14, 2.2, 2.8, 93, 13, 1.5, 2.8, 75, 13, 1, 2.8, 64, 78
298, -0.568, -0.341, -0.235, 2.96, 0.553, 0.143, 0.336, 0.83, 0.218, 2.3, 0.91, 0.11, 31, 2.7, 1, -0.017, 34, 2.4, 0.9, 0.074, 30, 32
332, -0.814, -0.32, -0.228, 1.98, 0.544, 0.136, 0.344, 0.0472, 0.0953, 15, 3.1, -0.98, 1.1e+02, 15, 3.2, -0.32, 1.1e+02, 15, 3.1, -0.62, 1.1e+02, 1.1e+02
312, -0.561, -0.046, -0.206, 4.01, 0.745, 0.159, 0.374, 0.128, -0.0203, 15, 2, 1.9, 85, 15, 3.7, 0.88, 1.3e+02, 15, 3.7, 0.84, 1.3e+02, 1.1e+02
318, -0.682, -0.138, -0.257, 1.2, 0.737, 0.156, 0.372, 0.186, -0.000518, 15, 3.5, 1.1, 1.2e+02, 15, 3.5, 0.37, 1.2e+02, 15, 3.8, 0.76, 1.3e+02, 1.2e+02
357, -0.783, -0.0904, -0.244, 1.87, 0.835, 0.0995, 0.37, 0.153, -0.0863, 1, 0.5, 0.016, 17, 1.1, 0.52, -0.019, 18, 1.3, 0.57, -0.012, 19, 18
289, -0.733, -0.139, -0.194, 2.14, 0.591, 0.0959, 0.238, 0.157, 0.046, 15, 4, -0.034, 1.4e+02, 15, 3.9, 1.2, 1.3e+02, 15, 4.1, 0.47, 1.4e+02, 1.4e+02
297, -0.786, -0.0779, -0.213, 1.76, 0.616, 0.126, 0.366, 0.686, 0.0155, 15, 4.2, 0.38, 1.4e+02, 15, 3.9, -0.64, 1.3e+02, 15, 3.9, -0.26, 1.3e+02, 1.4e+02
298, -0.702, -0.0476, -0.119, 1.51, 0.659, 0.116, 0.366, 0.556, 0.00365, 15, 4.2, 0.64, 1.4e+02, 15, 4.1, -0.24, 1.4e+02, 15, 4.1, 0.35, 1.4e+02, 1.4e+02
303, -0.635, -0.0637, -0.182, 2.25, 0.639, 0.113, 0.379, 0.376, -0.0106, 12, 3, 2.8, 1.1e+02, 12, 2.3, 2.8, 96, 12, 2.3, 2.8, 94, 1e+02
297, -0.738, -0.0714, -0.233, 2.15, 0.597, 0.141, 0.379, 0.594, 0.0515, 15, 4, -0.11, 1.4e+02, 15, 4, 0.59, 1.4e+02, 15, 4, 0.2, 1.4e+02, 1.4e+02
372, -0.597, -0.0564, -0.216, 2.07, 0.542, 0.147, 0.28, 0.454, 0.086, 15, 2.8, 2.1, 1.1e+02, 15, 0.63, 2.3, 53, 15, 2.6, 1.8, 1e+02, 87
358, -0.573, -0.0689, -0.206, 1.78, 0.611, 0.138, 0.279, 0.555, 0.037, 15, 3.4, -1.2, 1.2e+02, 15, 3.6, 0.36, 1.2e+02, 15, 3.6, 0.073, 1.2e+02, 1.2e+02
391, -0.837, -0.0629, -0.298, 2.12, 0.549, 0.114, 0.289, 0.407, 0.0667, 15, -0.33, -1.7, 33, 15, 1, -1.3, 54, 15, 1.2, -1.4, 58, 48
413, -0.863, -0.0984, -0.275, 1.99, 0.651, 0.104, 0.315, 0.0652, -0.0466, 8.4, 1.3, -0.54, 49, 11, 2.1, 0.15, 76, 12, 2, 1.4, 79, 68
352, -0.767, -0.0573, -0.206, 1.85, 0.68, 0.203, 0.245, 0.454, 0.0464, 15, 3.2, 1.6, 1.2e+02, 15, 3.6, 0.6, 1.3e+02, 15, 3.1, 1.2, 1.1e+02, 1.2e+02
357, -0.843, -0.0573, -0.192, 2.37, 0.7, 0.193, 0.245, 0.453, 0.0634, 15, 3.9, -0.19, 1.3e+02, 15, 4, 0.91, 1.4e+02, 15, 4.1, -0.52, 1.4e+02, 1.4e+02
434, -0.797, -0.144, -0.248, 2.12, 0.582, 0.164, 0.322, 0.47, 0.00703, 15, 4.6, 0.44, 1.5e+02, 15, 4.7, 0.31, 1.6e+02, 15, 4.5, 1.4, 1.5e+02, 1.6e+02
433, -0.787, -0.143, -0.186, 2.04, 0.636, 0.163, 0.363, 0.799, -0.104, 15, 4.8, -1.6, 1.6e+02, 15, 5.2, -0.98, 1.7e+02, 15, 4.3, -2.8, 1.5e+02, 1.6e+02
300, -0.648, -0.0758, -0.172, 3.16, 0.716, 0.165, 0.368, 0.309, -0.0143, 15, 5.2, -0.019, 1.7e+02, 15, 5.9, -0.44, 1.9e+02, 15, 4.5, -0.37, 1.5e+02, 1.7e+02
304, -0.63, -0.0851, -0.205, 3.19, 0.711, 0.158, 0.367, 0.429, -0.00534, 15, 5.1, 2.6, 1.7e+02, 11, 3, 2.8, 1.1e+02, 12, 3.9, 2.8, 1.4e+02, 1.4e+02
304, -0.625, -0.0493, -0.181, 3.62, 0.675, 0.158, 0.368, 0.424, 0.0226, 12, 2.9, 2.8, 1.1e+02, 12, 2.9, 2.8, 1.1e+02, 13, 2.9, 2.8, 1.1e+02, 1.1e+02
304, -0.736, -0.038, -0.193, 2.59, 0.605, 0.156, 0.367, 0.175, -0.0342, 11, 1.3, 2.8, 69, 11, 1.5, 2.8, 74, 11, 1.4, 2.8, 71, 71
325, -0.663, -0.148, -0.163, 2.01, 0.653, 0.5, 0.375, -0.0174, 0.0221, 2.8, 0.059, 0.015, 5.5, 15, -0.96, -1.4, 33, 4.1, -0.056, -0.1, 6.3, 15
332, -0.717, -0.149, -0.243, 1.95, 0.629, 0.157, 0.335, 0.509, 0.409, 15, 0.29, 0.66, 29, 15, 1.8, 1.1, 74, 15, 1.3, 1.3, 61, 55
351, -0.587, -0.0609, -0.186, 2.42, 0.646, 0, 0.222, 0.48, -0.00471, 2.5, 0.29, 0.074, 12, 2.5, 0.26, 0.16, 12, 15, -0.28, -0.32, 20, 15
326, -0.968, -0.089, -0.132, 2.08, 0.689, 0, 0.324, 0.642, 0.0246, 15, 0.14, -0.27, 22, 1.7, 0.47, -0.011, 17, 15, -0.072, -0.24, 18, 19
347, -0.884, -0.0476, -0.261, 2.23, 0.705, 0.156, 0.509, 0.641, 0.0163, 15, 4.7, 0.62, 1.6e+02, 15, 4.7, 0.19, 1.6e+02, 15, 4.6, -1.3, 1.5e+02, 1.6e+02
452, -0.767, -0.0463, -0.304, 3.46, 0.865, 0.156, 0.467, 0.701, 0.217, 0.98, 0.44, -0.056, 15, 0.9, 0.43, -0.054, 15, 0.93, 0.43, -0.047, 15, 15
379, -0.721, -0.082, -0.0991, 2.53, 0.688, 0.136, 0.357, 0.305, -0.0027, 1.5, 0.61, -0.039, 21, 15, 4.1, -0.04, 1.4e+02, 15, 3.6, -1.5, 1.3e+02, 96
284, -0.765, -0.0924, -0.284, 2.37, 0.679, 0.156, 0.372, 0.455, 0.014, 15, 4, -0.77, 1.4e+02, 15, 4.2, 0.17, 1.4e+02, 15, 4, 0.32, 1.4e+02, 1.4e+02
387, -0.835, -0.0804, -0.115, 2.76, 0.78, 0.157, 0.388, 0.502, -0.0134, 0.98, 0.49, -0.00045, 17, 1.1, 0.52, -0.017, 18, 1, 0.51, -0.031, 17, 17
359, -0.706, -0.125, -0.211, 2.58, 0.679, 0.157, 0.38, 0.575, -0.111, 2.8, 1.1, -0.32, 38, 2.6, 1.1, -0.046, 36, 2.7, 1.1, -0.095, 38, 37
284, -0.668, -0.0611, -0.16, 2.07, 0.567, 0.145, 0.297, 0.475, -0.0772, 15, 2.7, 2.1, 1e+02, 15, 2, 2.2, 87, 15, 3.3, 0.38, 1.2e+02, 1e+02
408, -0.699, -0.0618, -0.166, 2.42, 0.538, 0.153, 0.401, 0.344, -0.0569, 15, 4.2, 1.8, 1.4e+02, 15, 4.2, 1.6, 1.4e+02, 15, 4.2, 1.7, 1.4e+02, 1.4e+02
298, -0.721, -0.0886, -0.236, 1.83, 0.718, 0.158, 0.307, 0.283, 0.0971, 15, 3.9, 0.92, 1.3e+02, 15, 3.9, 0.84, 1.3e+02, 15, 3.9, 1, 1.3e+02, 1.3e+02
306, -0.724, -0.171, -0.22, 1.89, 0.74, 0.158, 0.292, 0.172, 0.0422, 15, 3.5, 1.2, 1.2e+02, 15, 3.9, 0.5, 1.3e+02, 15, 3.9, 0.041, 1.3e+02, 1.3e+02
326, -0.661, -0.089, -0.16, 2.98, 0.609, 0.161, 0.366, 0.633, 0.0621, 15, 1.2, 2.5, 68, 15, 1.8, 2.4, 82, 15, 1.6, 2.5, 77, 76
347, -0.719, -0.0731, -0.212, 1.98, 0.622, 0.146, 0.365, 0.592, 0.0158, 15, 4.3, -0.59, 1.4e+02, 15, 4.5, 0.6, 1.5e+02, 15, 4, -1.4, 1.4e+02, 1.4e+02
334, -0.723, -0.142, -0.203, 1.9, 0.518, 0.162, 0.345, 0.205, -0.0632, 15, 5, 0.22, 1.7e+02, 15, 4.2, 0.21, 1.4e+02, 15, 4.2, -1, 1.4e+02, 1.5e+02
378, -0.782, -0.14, -0.207, 1.99, 0.74, 0.158, 0.36, 0.199, -0.071, 15, 3.7, 2.6, 1.3e+02, 15, 3.2, 2.8, 1.2e+02, 14, 3.2, 2.8, 1.2e+02, 1.3e+02
300, -0.656, -0.0821, -0.179, 3.2, 0.716, 0.162, 0.369, 0.224, -0.0057, 15, 4.5, 2.1, 1.5e+02, 15, 5.4, -0.72, 1.8e+02, 15, 5.2, 2.4, 1.8e+02, 1.7e+02
298, -0.662, -0.0713, -0.173, 3.2, 0.716, 0.161, 0.365, 0.634, -0.00414, 8.5, 1.2, 2.8, 64, 8.4, 1.2, 2.8, 64, 8.4, 1.2, 2.8, 63, 64
287, -0.674, -0.0549, -0.215, 1.95, 0.729, 0.133, 0.223, 0.453, 0.0693, 15, 2, 2.3, 87, 15, 0.53, 2, 47, 15, 1.6, 2.3, 76, 70
287, -0.731, -0.0963, -0.207, 1.86, 0.682, 0.136, 0.275, 0.393, 0.0703, 15, 0.3, 2.2, 44, 15, 0.45, 2.2, 47, 15, -0.21, 1.8, 34, 42
288, -0.733, -0.135, -0.2, 3.19, 0.656, 0.174, 0.347, 0.438, 0.0465, 15, 6.6, 0.95, 2.2e+02, 15, 6.7, -1.4, 2.2e+02, 15, 6.9, 0.47, 2.2e+02, 2.2e+02
302, -0.685, -0.134, -0.0996, 3.08, 0.623, 0.14, 0.338, 0.514, 0.0355, 2.1, 0.88, 0.048, 30, 2.2, 0.9, 0.045, 30, 2.1, 0.88, 0.096, 29, 30
308, -0.673, -0.0686, -0.127, 2.29, 0.669, 0.16, 0.36, 0.476, 3.64e-05, 2.8, 1.2, -0.013, 38, 2.7, 1.1, -0.0061, 37, 3, 1.2, 0.012, 41, 39
307, -0.649, -0.0499, -0.101, 2.19, 0.545, 0.149, 0.364, 0.67, 0.000275, 14, 4.4, 2.8, 1.5e+02, 12, 3.5, 2.8, 1.3e+02, 13, 4.3, 2.8, 1.5e+02, 1.4e+02
301, -0.716, -0.0684, -0.192, 2.34, 0.713, 0.126, 0.279, 0.597, 0.062, 15, 4.3, 2.6, 1.5e+02, 14, 3.7, 2.8, 1.3e+02, 15, 4.3, 2.4, 1.5e+02, 1.5e+02
287, -0.718, -0.0803, -0.226, 1.96, 0.709, 0.129, 0.404, 0.27, 0.0755, 15, 3.3, 0.031, 1.2e+02, 15, 3.4, 0.08, 1.2e+02, 15, 3.4, -0.14, 1.2e+02, 1.2e+02
303, -0.631, -0.0874, -0.147, 2.59, 0.681, 0.156, 0.366, 0.452, 0.00865, 2.8, 1.2, 0.021, 39, 2.7, 1.1, 0.019, 37, 3.2, 1.3, 0.014, 44, 40
291, -0.786, -0.0872, -0.0834, 2.39, 0.677, 0.156, 0.363, 0.406, 0.00432, 13, 2.7, 2.8, 1.1e+02, 11, 2, 2.8, 87, 12, 2.3, 2.8, 95, 96
406, -0.659, -0.0815, -0.26, 2.68, 0.635, 0.151, 0.347, 0.523, 0.0241, 15, 3.7, 2.2, 1.3e+02, 15, 3.4, 2.5, 1.3e+02, 15, 3.4, 2.8, 1.3e+02, 1.3e+02
406, -0.659, -0.0815, -0.26, 2.68, 0.635, 0.151, 0.347, 0.523, 0.0241, 15, 3.9, 2.2, 1.4e+02, 14, 2.7, 2.8, 1.1e+02, 15, 3.6, 2.6, 1.3e+02, 1.3e+02
298, -0.675, -0.0904, -0.127, 2.95, 0.66, 0.165, 0.368, 0.517, 6.51e-05, 2.2, 0.98, 0.058, 33, 2.2, 1, 0.0078, 33, 2.3, 1.1, 0.029, 35, 34
295, -0.614, -0.07, -0.108, 2.89, 0.529, 0.156, 0.371, 0.545, 0.00019, 9.9, 1.6, 2.8, 75, 9.8, 0.91, 2.8, 59, 10, 0.85, 2.8, 58, 64
325, -0.657, -0.0675, -0.164, 2.27, 0.521, 0.155, 0.378, 0.618, -0.0431, 14, 1.7, 2.8, 81, 14, 1.8, 2.8, 85, 14, 1.6, 2.8, 79, 82
290, -0.67, -0.0648, -0.153, 2.72, 0.55, 0.156, 0.356, 0.53, -0.0363, 15, 5.6, -0.22, 1.8e+02, 15, 5.5, -0.25, 1.8e+02, 15, 5.2, -1.6, 1.7e+02, 1.8e+02
371, -0.646, -0.0534, -0.176, 1.75, 0.591, 0.142, 0.331, 0.279, 0.116, 15, 2.3, -1.6, 89, 15, 1.2, 1.6, 60, 15, 1, 1.7, 57, 69
369, -0.729, -0.0625, -0.17, 1.6, 0.659, 0.139, 0.502, 0.21, 0.0492, 15, 4.1, -0.72, 1.4e+02, 15, 4, 0.25, 1.3e+02, 15, 3.8, 0.57, 1.3e+02, 1.4e+02
334, -0.801, -0.0589, -0.201, 1.83, 0.738, 0.153, 0.371, 0.569, 0.103, 15, 3.5, 0.63, 1.2e+02, 15, 3.4, -1.5, 1.2e+02, 15, 3.8, 0.37, 1.3e+02, 1.2e+02
276, -0.739, -0.16, -0.187, 1.94, 0.75, 0.118, 0.385, 0.378, -0.122, 13, 0.46, 2.8, 51, 13, 1.3, 2.8, 70, 14, 1.7, 2.8, 82, 68
337, -0.756, -0.0724, -0.123, 3.32, 0.659, 0.147, 0.444, 0.546, -0.0488, 15, 5.3, 0.44, 1.8e+02, 15, 4.9, -1.4, 1.7e+02, 15, 4.3, 1.8, 1.5e+02, 1.6e+02
