T, A, B, Oc, C, Oj, tj, Dp, Dn, E, t1, dx1, dy1, s1, t2, dx2, dy2, s2, t3, dx3, dy3, s3, savg
321, -0.766, -0.0442, -0.453, 3.14, 0.8, -0.36, 0.0476, 0.395, 0.146, 1.5, -0.52, 0.31, 8.6, 1.5, -0.7, 0.14, 9.6, 1.8, -0.74, -0.01, 10, 9.4
614, -0.699, -0.0223, -0.203, 1.31, 0.741, 0.215, 0.348, 0.377, 0.168, 11, 2.1, -0.99, 78, 3.2, 0.45, -0.46, 20, 5.8, 0.84, -0.7, 34, 44
619, -0.578, -0.177, -0.287, 1.33, 0.396, 0.214, 0.406, 0.503, 0.139, 15, 2.9, -1.8, 1.1e+02, 2.8, -0.31, 0.055, 6.9, 8.5, 1.1, -0.86, 45, 54
510, -0.65, 0, -0.433, 1.72, 0.726, 0.0995, 0.325, 0.627, 0.237, 1.1, -0.37, 0.068, 5.9, 1.1, -0.36, 0.063, 5.8, 1.1, -0.37, 0.067, 5.9, 5.9
513, -0.697, -0.146, -0.331, 3.98, 0.73, 0.0179, 0.35, 0.438, 0.22, 1.8, 0.24, -0.042, 10, 1.9, -0.15, 0.38, 6.9, 1.9, 0.29, -0.022, 12, 9.5
567, -0.149, -0.0458, -0.273, 1.97, 0.775, 0.177, 0.463, 0.229, 0.402, 15, 0.042, -0.22, 19, 15, 0.0077, -0.15, 18, 15, 0.025, -0.2, 19, 18
581, -0.0949, -0.0434, -0.262, 0.606, 0.771, 0.143, 0.391, 0.502, 0.434, 15, 0.38, -0.085, 28, 15, 0.29, -0.21, 25, 15, 0.42, -0.21, 29, 27
468, -0.561, -0.105, -0.275, 1.67, 0.431, 0.096, 0.264, 0.747, 0.00653, 15, -0.3, -0.18, 20, 15, 1.2, 1.6, 61, 15, 2.2, 0.47, 82, 54
438, -0.469, -0.126, -0.116, 1.68, 0.521, 0.0937, 0.627, 0.832, 0.0254, 15, 1.6, -1.3, 68, 15, 2, 0.65, 77, 15, 2.1, -0.5, 78, 74
293, -0.206, -0.121, -0.314, 0.788, 0.801, 0.253, 0.382, 0.379, 0.0469, 15, 1.7, 0.6, 67, 15, 1.5, 0.57, 62, 15, 1.7, 0.14, 68, 66
352, -0.48, -0.128, -0.268, 1.65, 0.79, 0.0864, 0.367, -0.0233, 0.0427, 15, 2.7, -1.5, 1e+02, 15, 2.1, -2.1, 88, 1.4, 0.55, -0.00013, 19, 69
255, -1.44, -0.0701, -0.147, 0.932, 0.66, 0.158, 0.317, 0.663, 0.633, 0.82, 0.19, -0.072, 7.8, 0.9, 0.24, -0.03, 9, 0.88, 0.24, -0.011, 9.1, 8.6
237, -0.2, -0.069, -0.282, 2.12, 0.623, 0.209, 0.266, 0.69, 0.251, 15, 0.8, 0.35, 41, 15, 0.76, 0.13, 39, 15, 0.75, 0.15, 39, 39
510, -0.443, -0.0656, -0.37, 0.882, 0.58, 0.184, 0.164, 0.592, 0.225, 14, 1.9, 1.3, 77, 15, 2.5, 0.91, 92, 15, 2.4, 0.032, 89, 86
496, -0.919, -0.0842, -0.387, 0.787, 0.698, -0.318, 0.404, 0.469, 0.175, 1.2, -0.37, 0.096, 6, 1.2, -0.39, 0.0017, 6.2, 1.3, -0.38, 0.072, 6.1, 6.1
525, -0.351, -0.185, -0.261, 2.31, 0.65, 0.33, 0.334, 0.295, 0.157, 2.4, 0.59, 0.059, 21, 2.9, 0.56, -0.43, 22, 2.4, 0.57, -0.033, 21, 21
387, -0.364, 0.000408, -0.287, 0.304, 0.637, 0.233, 0.51, 0.676, 0.109, 2.5, -0.07, 0.098, 4.7, 2.3, -0.22, 0.05, 5.5, 2.2, -0.23, 0.031, 5.5, 5.2
194, -0.647, -0.151, -0.2, 1.73, 0.774, 0.235, 0.453, -0.519, 0.545, 15, 0.059, 0.31, 20, 15, 0.16, 0.15, 22, 15, -0.031, 0.21, 18, 20
231, -0.827, -0.147, -0.211, 1.09, 0.798, 0.204, 0.484, -0.523, 0.645, 15, 0.082, 0.81, 26, 15, 0.75, 1.1, 44, 15, 1.7, 0.31, 67, 46
245, -0.282, -0.0344, -0.256, 3.73, 0.656, -0.0155, 0.594, 0.53, 0.0909, 15, -1.7, 1.5, 39, 12, -1.4, -0.28, 28, 15, -1.7, 1.1, 36, 34
244, -0.332, 0.00473, -0.269, 0.959, 0.646, 0.303, 0.708, 0.584, -0.00634, 15, 0.58, 0.31, 34, 15, 0.18, 0.21, 22, 15, 0.42, 0.096, 29, 28
525, -0.37, -0.2, -0.351, 0.79, 0.643, 0.219, 0.214, 0.368, 0.249, 1.1, -0.35, -0.06, 5.7, 1.1, -0.32, -0.1, 5.5, 1.2, -0.33, -0.11, 5.7, 5.6
526, -0.355, -0.0773, -0.357, 1.12, 0.562, 0.198, 0.296, 0.46, 0.141, 4.4, 0.01, -0.019, 5.9, 15, 1.4, 1.4, 65, 5.4, 0.2, 0.065, 13, 28
481, -0.582, -0.0691, -0.223, 1.31, 0.523, 0.213, 0.409, 0.386, 0.149, 4.4, 0.29, 0.41, 16, 13, 1.8, 0.98, 70, 15, 2.5, 0.17, 90, 59
583, -0.569, -0.201, -0.26, 1.32, 0.498, 0.213, 0.374, 0.352, 0.151, 3.2, -0.11, -0.0099, 5.3, 3.5, 0.068, 0.0093, 6.5, 3, -0.059, 0.085, 5.1, 5.6
615, -0.296, -0.112, -0.212, 1.47, 0.797, 0.172, 0.347, 0.227, 0.189, 1.1, 0.41, -0.082, 14, 1.1, 0.41, -0.088, 14, 1, 0.4, -0.08, 14, 14
667, -0.591, -0.4, -0.18, 1.25, 0.761, 0.189, 0.333, 0.182, 0.109, 1.3, 0.45, -0.11, 16, 4.7, 0.76, -0.4, 30, 3.3, 0.6, -0.37, 23, 23
670, -0.662, 0.00232, -0.287, 1.02, 0.307, 0.18, 0.373, 0.649, 0.149, 1.9, -0.35, 0.19, 6.9, 1.9, -0.35, 0.18, 6.8, 2, -0.39, 0.086, 6.9, 6.9
220, -0.709, -0.134, -0.287, 1.13, 0.427, 0.215, 0.384, 0.519, 0.151, 0.9, -0.23, -0.0043, 4.2, 0.85, -0.098, -0.19, 4, 0.9, -0.22, -0.094, 4.3, 4.1
170, -0.519, -0.169, -0.247, 1.22, 0.832, 0.229, 0.391, 0.522, 0.162, 0.77, 0.31, -0.038, 11, 0.73, 0.32, -0.018, 11, 0.77, 0.31, -0.039, 11, 11
196, -0.528, -0.106, -0.351, 1.45, 0.813, 0.213, 0.405, 0.376, 0.189, 15, 1.3, 0.14, 56, 15, 1.1, -0.42, 50, 15, 1, -0.71, 49, 52
260, -1.22, -0.0541, -0.287, 1.04, 0.852, 0.244, 0.35, 0.47, 0.342, 1.1, 0.21, -0.065, 8.5, 1.2, 0.23, 0.083, 9.1, 1.1, 0.25, 0.006, 9.6, 9.1
319, -1.03, -0.0523, -0.229, 1.28, 0.646, 0.127, 0.182, 0.779, 0.577, 15, 1.6, 1.4, 69, 15, 0.24, 1.4, 35, 15, -0.29, 1.2, 28, 44
493, -0.547, 0.0955, -0.234, 1.82, 0.765, 0.131, 0.398, 0.00627, 0.139, 15, 0.88, -0.66, 45, 15, 1.1, 0.091, 49, 15, 1.1, 0.025, 50, 48
525, -0.73, 0.125, -0.234, 1.75, 0.775, 0.143, 0.459, 0.0113, 0.142, 15, 1.9, -0.82, 75, 15, 1.3, -1.5, 63, 15, 1.7, -1.2, 70, 69
284, -0.519, -0.139, -0.261, 2.54, 0.821, 0.221, 0.494, 0.646, 0.0428, 1.1, 0.52, 0.078, 18, 10, 0.17, 2.8, 43, 9.6, 0.33, 2.8, 45, 35
272, -0.812, -0.0462, -0.0935, 2.16, 0.831, 0.0949, 0.316, 0.633, 0.223, 0.85, 0.48, -0.011, 16, 0.85, 0.47, 0.0047, 16, 0.82, 0.47, -0.0073, 16, 16
126, -0.574, -0.0682, -0.281, 1.31, 0.787, 0.199, 0.384, 0.735, 0.178, 15, 0.28, -0.033, 25, 15, 0.21, -0.12, 23, 15, 0.18, -0.055, 21, 23
435, -0.831, -0.0589, -0.296, 1.65, 0.796, 0.157, 0.482, 0.715, 0.163, 15, 4.2, 0.33, 1.4e+02, 15, 3.7, -1.6, 1.3e+02, 15, 4.3, -0.28, 1.5e+02, 1.4e+02
377, -0.553, 0.301, -0.354, 1.51, 0.566, 0.214, 0.422, 0.131, 0.15, 1.2, -0.28, 0.067, 5.1, 1.5, -0.24, 0.072, 5, 1.7, -0.29, 0.012, 5.6, 5.2
357, -0.527, -0.143, -0.5, 1.68, 1.01, 0.218, 0.518, 0.373, 0.149, 0.93, 0.45, -0.0015, 16, 0.88, 0.44, -0.0071, 15, 0.88, 0.44, 0.0042, 15, 15
340, -0.479, -0.0915, -0.241, 1.63, 0.796, 0.13, 0.369, -0.0516, 0.0931, 1.4, 0.54, 0.0069, 19, 1.3, 0.54, 0.021, 18, 1.1, 0.52, 0.011, 18, 18
337, -0.478, -0.19, -0.216, 2.11, 0.726, 0.25, 0.362, 0.006, 0.194, 15, 2.7, -1.4, 1e+02, 15, 3.3, -0.55, 1.2e+02, 15, 3.7, 1.7, 1.3e+02, 1.2e+02
491, -0.486, -0.198, -0.221, 2.07, 0.621, 0.178, 0.364, 0.739, 0.172, 3.8, 0.95, 0.24, 34, 3.2, 0.83, -0.00063, 29, 3.2, 0.82, -0.0096, 29, 31
295, -0.469, -0.286, -0.273, 2.02, 0.711, 0.102, 0.366, 0.64, 0.173, 15, 3.8, 0.29, 1.3e+02, 15, 3.8, 0.6, 1.3e+02, 15, 3.8, 0.46, 1.3e+02, 1.3e+02
305, -0.403, -0.00308, -0.145, 1.41, 0.702, 0.226, 0.345, 0.409, 0.36, 1.2, 0.47, 0.093, 16, 15, 0.28, -0.072, 25, 1, 0.41, 0.062, 14, 18
350, -1.11, 0.135, -0.137, 1.5, 0.607, 0.147, 0.33, 0.419, 0.0687, 4.2, 0.24, -0.33, 14, 5.8, 1.1, 0.22, 41, 9.5, 0.57, -0.6, 30, 28
437, -0.335, -0.0891, -0.186, 1.11, 0.663, 0.196, 0.34, 0.309, 0.0304, 15, 2.4, -0.37, 88, 15, 2.4, -0.43, 87, 15, 2.3, -0.45, 87, 87
221, -0.194, -0.138, -0.293, 0.643, 0.841, 0.291, 0.369, 0.542, 0.0989, 0.98, 0.36, -0.0045, 13, 0.9, 0.37, -0.0042, 13, 1, 0.37, -0.0079, 13, 13
241, -0.332, -0.0684, -0.272, 0.973, 0, 0.216, 0.362, 0.62, 0.144, 0.65, -0.35, -0.00069, 5.1, 0.65, -0.34, -0.00043, 5.1, 0.65, -0.35, -0.0039, 5.1, 5.1
241, -0.332, -0.0684, -0.272, 0.973, 0.606, 0.216, 0.362, 0.62, 0.144, 15, 1.6, 0.15, 63, 15, 1.6, 0.37, 63, 15, 0.72, 1.2, 44, 57
496, -0.585, 0.124, -0.229, 1.16, 0.766, 0.135, 0.429, 0.0374, 0.15, 15, 1.2, 0.13, 52, 15, 1.2, -0.16, 53, 15, 1.1, -0.56, 50, 52
500, -0.595, -0.00582, -0.248, 1.85, 0.768, 0.133, 0.43, 0.0471, 0.146, 15, 1.6, 0.27, 65, 15, 1.5, 0.42, 63, 15, 1.6, 0.066, 64, 64
382, -0.417, -0.216, -0.218, 0.56, 0.843, 0.127, 0.392, 0.0686, 0.182, 0.85, 0.38, -0.018, 13, 0.85, 0.39, -0.011, 14, 0.82, 0.38, -0.015, 13, 13
248, -0.91, -0.14, -0.218, 0.132, 0.812, 0.138, 0.34, -0.0824, 0.13, 0.85, 0.26, -0.034, 9.6, 0.88, 0.25, -0.01, 9.4, 0.85, 0.28, -0.054, 10, 9.7
241, -0.332, -0.0684, -0.272, 0.973, 0.606, 0.216, 0.362, 0.62, 0.144, 15, 1.7, -0.085, 66, 15, 1.6, -0.087, 65, 1.5, -0.2, -0.016, 4.5, 45
241, -1, -0.0684, -0.272, 0.973, 0.606, 0.216, 0.362, 0.62, 0.144, 1.2, -0.24, 0.078, 4.7, 1.2, -0.22, 0.093, 4.6, 1.2, -0.23, 0.071, 4.6, 4.6
634, -0.54, -0.148, -0.239, 1.18, 0.753, 0.174, 0.414, 0.533, 0.155, 4.7, 0.79, -0.74, 32, 2.9, 0.53, 0.031, 20, 4.5, 0.91, -0.22, 33, 28
237, -0.511, -0.184, -0.5, 1.68, 0.649, 0.219, 0.392, 0.531, 0.147, 0.88, -0.27, -0.021, 4.6, 0.9, -0.27, -0.033, 4.6, 0.9, -0.27, -0.0027, 4.6, 4.6
236, -0.764, -0.0386, -0.211, 0.687, 0.812, 0.253, 0.591, 0.564, 0.147, 1, 0.25, -0.033, 9.6, 1, 0.25, -0.021, 9.5, 0.98, 0.27, -0.047, 10, 9.7
242, -0.268, 0.0462, -0.265, 1.98, 0.765, 0.345, 0.542, 0.621, 0.146, 15, 0.54, 0.31, 33, 15, 0.037, 0.12, 18, 15, 0.059, 0.44, 22, 24
439, -0.769, -0.0616, -0.284, 2.63, 0.762, 0.151, 0.376, 0.721, 0.204, 15, 3.2, 0.29, 1.1e+02, 15, 3.1, -0.48, 1.1e+02, 15, 3, 0.94, 1.1e+02, 1.1e+02
219, -0.764, -0.159, -0.258, 1.97, 0.644, 0.145, 0.359, -0.0717, -0.0447, 13, 1.4, 2.8, 73, 14, 2.2, 2.8, 94, 14, 2.3, 2.8, 99, 89
468, -0.445, -0.00726, -0.341, 1.91, 0.76, 0.206, 0.373, 0.619, 0.182, 15, 1.4, -1.7, 65, 15, -0.78, -1.4, 32, 1.6, -0.28, 0.035, 5.5, 34
427, -0.467, -0.00586, -0.258, 2.14, 0.76, 0.134, 0.377, 0.409, 0.196, 15, 1.8, 0.83, 71, 15, 2, 0.75, 79, 15, 2, 0.95, 79, 76
381, -0.487, -0.0208, -0.209, 1.93, 0.821, 0.151, 0.292, 0.24, 0.00462, 0.93, 0.45, 0.015, 16, 0.9, 0.45, 0.0098, 15, 0.93, 0.43, 0.0094, 15, 15
382, -0.662, -0.0403, -0.247, 1.74, 0.601, 0.156, 0.61, 0.451, -0.0194, 15, 3.6, 0.73, 1.2e+02, 15, 3.1, -1.7, 1.1e+02, 15, 3.8, -0.019, 1.3e+02, 1.2e+02
545, -0.335, 0.0585, -0.254, 1.11, 0.733, 0.19, 0.448, -0.354, 0.111, 15, 0.45, -0.52, 32, 15, 0.68, -0.14, 37, 15, 0.68, 0.0019, 36, 35
534, -0.667, -0.142, -0.283, 1.08, 0.807, 0.138, 0.32, -0.00819, 0.106, 15, 3.4, 0.69, 1.2e+02, 15, 3.4, 0.9, 1.2e+02, 15, 3.4, 1.1, 1.2e+02, 1.2e+02
615, -0.573, -0.158, -0.404, 1.68, 0.772, 0.21, 0.392, 0.205, 0.162, 1.4, -0.3, 0.15, 5.7, 1.4, -0.3, 0.17, 5.8, 1.4, -0.33, 0.13, 5.9, 5.8
321, -0.612, -0.187, -0.377, 1.81, 0.762, 0.245, 0.393, -0.0249, 0.19, 1.9, 0.61, 0.09, 21, 1.8, 0.013, -0.025, 3.3, 1.8, 0.013, 0.021, 3.3, 9.3
236, -0.761, -0.0476, -0.33, 1.16, 0.808, 0.219, 0.539, 0.73, 0.148, 15, 1.7, -0.32, 69, 15, 1.2, -1.1, 55, 15, 1.8, -0.42, 69, 64
236, -0.761, -0.0476, -0.33, 1.16, 0.808, 0.219, 0.539, 0.73, 0.148, 15, 1.1, 1.2, 54, 15, 1.7, -0.39, 68, 15, 0.9, 1.1, 48, 57
519, -0.648, -0.0542, -0.275, 1.49, 0.771, 0.157, 0.44, -0.227, 0.118, 15, 2.6, -0.8, 94, 1.7, -0.26, 0.096, 5.5, 15, 2.6, -0.5, 94, 65
505, -0.518, -0.00805, -0.272, 1.08, 0.774, 0.155, 0.42, 0.617, 0.105, 15, 1.8, -1.4, 75, 15, 1, -2, 60, 15, 2, -1.3, 81, 72
470, -0.356, -0.0998, -0.132, 0.916, 0.551, 0.191, 0.187, 0.365, -0.0262, 15, 2.2, -0.43, 83, 15, 2.1, -0.64, 79, 15, 2.1, -0.66, 79, 80
489, -0.412, -0.076, -0.442, 1.19, 0.69, 0.181, 0.0846, 0.591, 0.0787, 0.95, -0.33, 0.007, 5.3, 1.1, -0.4, -0.0085, 6.1, 1, -0.37, -0.015, 5.7, 5.7
316, -0.748, -0.114, -0.318, 1.74, 0.779, 0.1, 0.375, 0.145, 0.076, 15, 3.9, -0.9, 1.3e+02, 15, 3.8, -1.1, 1.3e+02, 15, 4, 0.028, 1.4e+02, 1.3e+02
316, -0.748, -0.114, -0.318, 1.74, 0.779, 0.1, 0.375, 0.145, 0.076, 15, 3.6, -1.7, 1.3e+02, 15, 3.8, -1.4, 1.3e+02, 15, 4, -0.39, 1.4e+02, 1.3e+02
240, -0.308, -0.0554, 0, 2.39, 0.718, 0.263, 0.368, 0.649, 0.161, 1.1, 0.48, 0.049, 16, 1.2, 0.51, 0.032, 17, 1.1, 0.47, 0.065, 16, 17
303, -0.359, 0.0218, -0.272, 2.29, 0.616, 0.232, 0.361, 0.644, 0.163, 15, 0.52, 0.61, 34, 15, 0.68, 0.43, 38, 15, 0.45, 0.6, 32, 35
638, -0.2, -0.4, -0.263, 0.923, 0.435, 0.157, 0.367, 0.525, 0.141, 15, 1.2, 1.6, 59, 15, 1.9, 1, 77, 15, 1.2, -1.2, 57, 65
458, -0.175, -0.264, -0.271, 1.13, 0.379, 0.192, 0.329, 0.588, 0.172, 9.6, 1.1, 0.73, 44, 15, 0.47, 0.9, 35, 15, 1.9, 0.006, 72, 50
299, -0.662, -0.0872, -0.121, 2.87, 0.639, 0.155, 0.366, 0.661, 0, 11, 2.6, 2.8, 1e+02, 15, 5.4, 0.29, 1.8e+02, 15, 6.1, 0.63, 2e+02, 1.6e+02
299, -0.662, -0.0872, -0.121, 2.87, 0.639, 0.155, 0.366, 0.661, 0, 15, 5.9, 1.9, 2e+02, 15, 6.2, 0.5, 2e+02, 15, 6.1, 0.98, 2e+02, 2e+02
290, -0.399, -0.0975, -0.272, 1.24, 0.682, 0.0545, 0.365, 0.643, 0.185, 15, 0.067, -0.01, 18, 15, 0.055, 0.04, 18, 15, 0.15, -0.0076, 20, 19
290, -0.524, -0.0827, -0.273, 2.33, 0.613, 0.184, 0.365, 0.648, 0.158, 15, 1.8, -0.87, 72, 15, 0.48, 1.5, 42, 15, 2, -0.42, 76, 63
443, -0.337, -0.0624, -0.268, 1.09, 0.701, 0.198, 0.36, 0.552, 0.45, 15, 2, -0.43, 76, 15, 0.17, -1.1, 30, 15, 1.9, -0.67, 73, 60
471, -0.389, -0.0433, -0.272, 2.45, 1.56, 0.142, 0.356, 0.514, 0.156, 0.55, 0.3, -0.0095, 11, 0.55, 0.31, -0.01, 11, 0.55, 0.31, -0.0082, 11, 11
236, -0.761, -0.19, -0.266, 1.12, 0.793, 0.221, 0.457, -0.992, 0.746, 2.3, 0.36, 0.13, 14, 2, 0.4, -0.042, 15, 2.2, 0.41, -0.14, 16, 15
236, -0.825, -0.0568, -0.195, 1.15, 0.794, 0.219, 0.477, -0.185, 0.694, 1.5, 0.31, -0.054, 12, 15, 1.2, 0.69, 54, 15, 1.4, -0.18, 57, 41
241, -0.332, -0.0684, -0.272, 0.973, 0.606, 0.216, 0.362, 0.62, 0.144, 1.4, -0.21, -0.098, 4.7, 1.4, -0.17, -0.082, 4.3, 15, 1.5, 0.23, 63, 24
480, -0.448, -0.11, -0.323, 1.75, 0.778, 0.114, 0.372, 0.0253, 0.155, 15, 1, -0.36, 47, 15, 0.46, -0.81, 34, 15, 1, -0.25, 47, 43
333, -0.463, -0.044, -0.279, 1.73, 0.778, 0.0955, 0.371, -0.0678, 0.089, 1.4, 0.47, -0.0033, 17, 1.2, 0.47, -0.021, 16, 15, 1.2, -0.14, 52, 28
356, -0.388, -0.302, -0.183, 1.44, 0.622, 0.16, 0.344, 0.356, 0.164, 2.7, 0.83, -0.031, 29, 2.8, 0.8, -0.035, 28, 2.8, 0.83, -0.075, 29, 28
235, -0.462, -0.198, -0.202, 2.31, 0.667, 0.198, 0.361, 0.0355, 0.181, 12, 3.7, 2.8, 1.3e+02, 6.8, 2.8, 0.18, 93, 9.3, 3.9, 0.41, 1.3e+02, 1.2e+02
461, -0.53, -0.101, -0.191, 0.996, 0.452, 0.183, 0.267, 0.187, 0.0305, 15, 0.76, -2, 52, 15, 1.5, -1.9, 71, 15, 0.9, -1.9, 55, 60
475, -0.308, -0.09, -0.203, 1.04, 0.328, 0.12, 0.238, 0.136, 0.0323, 15, 1, -0.39, 47, 15, 1.1, -0.25, 49, 15, 1.1, -0.026, 48, 48
389, -0.719, -0.016, -0.214, 1.74, 0.686, 0.107, 0.701, 0.208, -0.0245, 15, 3, -0.7, 1.1e+02, 15, 3, 0.094, 1.1e+02, 15, 3, -0.23, 1.1e+02, 1.1e+02
331, -0.748, -0.0503, -0.244, 1.74, 0.746, 0.166, 0.471, 0.144, -0.0437, 15, 4.4, 0.23, 1.5e+02, 12, 3.5, 0.2, 1.2e+02, 15, 3.1, -1.4, 1.1e+02, 1.3e+02
448, -0.857, -0.0643, -0.234, 1.57, 0.789, 0.145, 0.43, 0.172, 0.168, 15, 3.6, -0.56, 1.3e+02, 1.4, 0.57, 0.031, 19, 15, 3.6, -0.098, 1.3e+02, 90
411, -0.866, -0.0729, -0.264, 1.86, 0.767, 0.144, 0.505, 0.907, 0.14, 15, 1.2, -2.8, 69, 1.8, -0.15, 0.057, 4.3, 13, 1.9, -2.8, 86, 53
470, -0.324, -0.0933, -0.349, 0.978, 0.686, 0.191, 0.368, 0.173, 0.107, 15, 2, -0.58, 75, 15, 1.7, -1.1, 69, 15, 1.9, -0.78, 75, 73
504, -0.444, -0.0554, -0.184, 0.885, 0.561, 0.189, 0.216, 0.25, 0.0553, 15, 2.4, 0.16, 87, 15, 2.4, 0.19, 88, 15, 2, -0.9, 77, 84
185, -0.909, -0.0648, -0.323, 0.88, 0.51, 0.187, 0.408, 0.694, 0.244, 0.88, -0.28, 0.028, 4.7, 0.88, -0.28, 0.059, 4.7, 0.88, -0.27, 0.057, 4.7, 4.7
346, -0.341, -0.0695, -0.357, 0.977, 0.818, 0.226, 0.585, 0.7, 0.217, 11, 0.49, -0.9, 32, 15, 1.4, 0.28, 57, 15, 0.46, -0.96, 36, 42
534, -0.667, -0.142, -0.283, 1.08, 0.807, 0.138, 0.32, -0.00819, 0.106, 1.8, -0.27, 0.006, 5.6, 15, 3.1, 1.6, 1.1e+02, 15, 3.5, 0.28, 1.2e+02, 80
534, -0.667, -0.142, -0.283, 1.08, 0.807, 0.138, 0.32, -0.00819, 0.106, 15, 3.5, 0.23, 1.2e+02, 15, 3, 1.8, 1.1e+02, 15, 3.5, -0.32, 1.2e+02, 1.2e+02
424, -0.686, -0.041, -0.247, 1.65, 0.607, 0.208, 0.494, 0.521, 0.0572, 2.7, 0.54, 0.16, 20, 13, 1.6, -2.8, 79, 3.4, 0.34, -0.28, 16, 38
277, -0.255, -0.0274, -0.281, 0.815, 0.601, 0.244, 0.461, 0.573, -0.0101, 15, 1, -0.23, 47, 15, 0.89, 0.069, 43, 15, 0.93, 0.15, 44, 44
494, -0.998, -0.137, -0.16, 1.74, 0.632, 0.147, 0.31, -0.0662, 0.0339, 15, 3.8, 0.14, 1.3e+02, 15, 3.2, -1.8, 1.2e+02, 15, 4, -0.46, 1.3e+02, 1.3e+02
292, -0.745, -0.16, -0.2, 1.75, 0.727, 0.141, 0.221, 0.0955, 0.402, 15, 2.7, -0.37, 96, 1.1, 0.52, 0.026, 18, 15, 1.6, 1.6, 70, 61
305, -0.524, -0.00903, -0.185, 1.96, 0.544, 0.216, 0.297, 0.603, 0.172, 15, 0.19, 0.48, 25, 15, 0.19, 0.5, 25, 15, 0.39, -0.051, 28, 26
286, -0.475, -0.133, -0.375, 0.846, 0.671, 0.215, 0.606, -0.0364, 0.175, 1.1, -0.3, -0.041, 5.1, 1.1, -0.28, 0.063, 5, 1.1, -0.27, 0.066, 4.9, 5
501, -0.658, -0.00721, -0.271, 1.08, 0.772, 0.158, 0.43, 0.324, 0.11, 3.7, 0.23, 0.094, 12, 2.3, -0.1, 0.011, 4.3, 2.2, -0.13, 0.01, 4.6, 6.9
504, -0.535, -0.00841, -0.267, 1.07, 0.775, 0.139, 0.428, 0.204, 0.108, 15, 2, -1.4, 80, 15, 0.78, -1.5, 49, 15, 0.46, -1.6, 42, 57
358, -0.348, 0.00952, -0.273, 2.26, 0.777, 0.114, 0.375, 0.218, 0.22, 1.3, 0.44, -0.016, 16, 1.4, 0.46, -0.014, 16, 15, 1.4, -1.1, 61, 31
465, -0.735, -0.00259, -0.335, 1.89, 0.762, 0.139, 0.377, 0.364, 0.16, 15, 1.5, -2, 72, 15, 2.3, -1.6, 89, 15, 2.6, -1.1, 97, 86
380, -0.472, 0.074, -0.205, 2.61, 0.768, 0.18, 0.37, 0.082, 0.0937, 15, 1.8, 0.27, 72, 1.1, 0.48, -0.0007, 17, 1.5, 0.54, -0.012, 19, 36
566, -0.461, 0.00435, -0.22, 2.52, 0.712, 0.145, 0.356, 0.301, 0.215, 2.2, 0.41, 0.3, 16, 15, 0.39, -0.41, 30, 15, 0.44, -0.36, 30, 25
274, -0.272, 0.00436, -0.256, 0.58, 0.625, 0.216, 0.364, 0.0251, 0.175, 15, 0.58, 0.64, 36, 1.4, -0.28, -0.084, 5.3, 1.3, -0.24, -0.12, 5, 15
265, -0.334, -0.0415, -0.221, 1.56, 0.599, 0.216, 0.362, 0.375, 0.186, 15, 1.1, 0.28, 50, 15, 1, 0.36, 47, 15, 1, 0.38, 48, 48
257, -0.459, -0.193, -0.151, 1.58, 0.718, 0.182, 0.385, 0.0382, 0.18, 2, 0.72, 0.31, 25, 2.2, 0.66, 0.38, 24, 2.2, 0.7, 0.3, 25, 25
476, -0.455, -0.199, -0.275, 2.1, 0.723, 0.191, 0.362, 0.0411, 0.178, 2.9, 0.75, 0.082, 26, 2.9, 0.75, -0.076, 26, 2.8, 0.76, 0.018, 27, 26
318, -0.42, -0.0724, -0.302, 2.54, 0.607, 0.0841, 0.368, 0.17, 0.115, 15, 0.86, 0.44, 43, 15, 1.1, 0.29, 49, 15, 1.1, 0.38, 49, 47
308, -0.53, -0.0957, -0.272, 1.86, 0.791, 0.134, 0.366, 0.57, 0.0775, 14, 3.2, 2.8, 1.2e+02, 15, 3.9, 2.2, 1.4e+02, 12, 2.6, 2.8, 1e+02, 1.2e+02
300, -0.717, -0.0787, -0.194, 2.21, 0.7, 0.126, 0.379, 0.597, 0.0552, 15, 5.4, 0.68, 1.8e+02, 15, 5.7, 0.072, 1.9e+02, 15, 5.2, 2, 1.7e+02, 1.8e+02
293, -0.652, -0.08, -0.334, 2.99, 0.821, 0.156, 0.368, 0.802, 0.0471, 10, 1.6, 2.8, 77, 11, 1.7, 2.8, 79, 2, 0.039, -0.0042, 4.1, 53
237, -0.648, -0.0972, -0.0943, 1.1, 0.605, 0.242, 0.469, 0.73, -0.0016, 15, 1.9, -0.013, 72, 15, 1.7, 0.61, 68, 15, 1.4, -0.6, 58, 66
263, -0.677, -0.106, -0.159, 3.49, 0.801, 0.216, 0.296, 0.683, -0.0502, 15, 2.7, 2.1, 1e+02, 15, 3.2, 1.2, 1.1e+02, 15, 3.4, 0.57, 1.2e+02, 1.1e+02
162, -0.774, -0.063, -0.302, 1.73, 0.775, 0.154, 0.595, 0.278, 0.168, 3.8, 0.36, 0.31, 17, 4, -0.11, -0.057, 6.2, 15, 0.29, 0.84, 31, 18
677, -0.762, -0.0628, -0.244, 0.92, 0.809, 0.103, 0.503, 0.242, 0.123, 2.3, -0.24, 0.26, 6.8, 1.3, 0.4, -0.02, 14, 1.2, 0.4, -0.018, 14, 12
