T, A, B, Oc, C, Oj, tj, Dp, Dn, E, t1, dx1, dy1, s1, t2, dx2, dy2, s2, t3, dx3, dy3, s3, savg
120, -0.392, -0.205, -0.121, 1.78, 0.526, 0.18, 0.356, 0.19, 0.0995, 15, 0.25, 0.19, 24, 15, 0.021, 0.038, 17, 15, -0.075, 0.22, 18, 20
450, -0.375, -0.11, -0.053, 0.736, 0.444, 0.117, 0.387, -0.167, 0.487, 15, 1.5, 0.24, 60, 15, 0.67, -0.9, 41, 15, 0.66, 0.91, 40, 47
484, -0.311, -0.0778, -0.0791, 1.03, 0.454, 0.1, 0.336, -0.221, 0.488, 15, 0.52, -0.04, 32, 15, 0.49, 0.079, 31, 15, 0.59, -0.085, 34, 32
428, -0.341, -0.0323, 0.0199, 0.312, 0.323, 0.103, 0.366, 0.623, 0.397, 15, 0.058, -0.1, 18, 15, 0.26, 0.07, 24, 15, 0.053, 0.077, 18, 20
498, -0.378, -0.0264, 0.00462, 1.12, 0.441, 0.141, 0.548, -0.236, 0.444, 15, 0.55, 0.051, 33, 15, 0.55, 0.19, 33, 15, 0.5, -0.35, 32, 32
435, -0.355, -0.187, -0.271, 0.875, 0.46, 0.119, 0.43, 0.157, 0.261, 15, 0.51, 0.84, 36, 15, 0.95, -0.39, 45, 15, 0.9, 0.56, 45, 42
536, -0.525, -0.192, -0.199, 0.929, 0.647, 0.141, 0.465, 0.652, 0.258, 11, 1.2, -0.63, 49, 8.9, 1.1, -1.1, 47, 12, 1.3, -0.72, 54, 50
592, -0.276, -0.17, -0.205, 0.496, 0.143, 0.158, 0.3, -0.212, 0.325, 5.7, -0.1, -0.059, 7.9, 4, -0.21, -0.019, 7.1, 6.2, 0.1, 0.087, 10, 8.5
553, -0.293, -0.17, -0.0573, 0.855, 0.129, 0.15, 0.289, 0.072, 0.316, 15, 0.18, 0.096, 22, 15, -0.058, -0.37, 20, 15, 0.36, 0.27, 28, 23
445, -0.25, -0.0831, 0.169, 0.708, 0.386, 0.0982, 0.431, 0.0866, 0.434, 0.8, 0.38, -0.012, 13, 0.8, 0.38, -0.013, 13, 0.8, 0.38, -0.013, 13, 13
431, -0.256, -0.112, -0.198, 0.825, 0.417, 0.108, 0.43, 0.0921, 0.381, 15, 0.53, -0.28, 32, 15, 0.48, 0.027, 31, 15, 0.37, -0.018, 27, 30
455, -0.303, -0.101, -0.00566, 1.28, 0.401, 0.12, 0.625, -0.0388, 0.392, 7.8, 1.1, -0.43, 43, 12, 0.4, -1.2, 34, 13, 0.93, -1, 46, 41
462, -0.343, -0.104, 0.00766, 0.479, 0.397, 0.0387, 0.455, 0.0984, 0.427, 15, 0.37, 0.057, 27, 15, 0.29, -0.071, 25, 15, 0.3, 0.086, 25, 26
300, -0.566, -0.0983, -0.23, 1.09, 0.525, 0.104, 0.47, 0.518, 0.423, 15, 1.6, -0.15, 63, 15, 0.55, -0.94, 38, 15, 1.5, -0.38, 61, 54
469, -0.617, -0.115, -0.234, 0.616, 0.574, 0.117, 0.474, 0.00759, -0.121, 3.9, 0.12, -0.16, 9.3, 5.1, 0.41, -0.27, 19, 4, 0.73, -0.29, 28, 19
433, -0.332, -0.113, 0.00914, 0.713, 0.395, 0, 0.466, 0.0834, 0.446, 15, 0.17, -0.12, 21, 6.7, 0.31, -0.31, 18, 5.3, 0.29, -0.29, 16, 19
443, -0.277, -0.132, -0.326, 0.787, 0.409, 0.109, 0.484, -0.375, 0.442, 15, 0.83, 0.44, 42, 15, 0.81, -0.4, 41, 15, 1.1, -0.58, 49, 44
435, -0.282, -0.164, -0.23, 0.803, 0.504, 0.108, 0.511, -0.254, 0.426, 15, 1.1, -0.21, 50, 15, 0.94, -0.33, 45, 15, 1, 0.017, 47, 47
196, -0.711, -0.181, -0.174, 0.966, 0.644, 0.111, 0.29, -0.0503, -0.156, 9.2, 0.34, 0.65, 24, 1.6, 0.5, 0.089, 18, 1.6, 0.5, 0.13, 18, 20
226, -0.736, -0.0301, -0.195, 2.45, 0.644, 0.149, 0.545, 0.163, -0.272, 15, 2.7, 0.082, 96, 15, 2.3, -0.32, 86, 15, 2.4, -0.24, 87, 90
497, -0.452, -0.0558, -0.193, 1.89, 0.378, 0.117, 0.451, 0.102, 0.208, 15, 0.64, -0.24, 36, 15, 0.68, -0.12, 36, 15, 0.55, -0.39, 34, 35
359, -0.542, -0.183, -0.19, 1.18, 0.629, 0.123, 0.543, 0.157, 0.0704, 15, 2.1, 1.4, 84, 15, 0.68, -1.9, 50, 15, 1, 1.8, 56, 63
444, -0.27, -0.21, -0.345, 0.819, 0.494, 0.109, 0.43, -0.284, 0.352, 15, 0.68, 0.85, 41, 15, 1.1, -0.3, 50, 15, 1.2, 0.27, 52, 48
439, -0.268, -0.144, -0.359, 0.801, 0.525, 0.108, 0.43, -0.0989, 0.322, 15, 1.3, -0.047, 54, 15, 0.99, -0.4, 46, 15, 1.1, 0.38, 49, 50
293, -0.266, -0.16, -0.126, 0.481, 1.9, 0.156, 0.325, -0.313, 0.327, 0.6, 0.31, 0.0029, 11, 0.57, 0.3, -0.0031, 11, 0.57, 0.3, -0.0035, 11, 11
307, -0.267, -0.129, -0.33, 0.547, 0.67, 0.131, 0.421, -0.107, 0.406, 15, 0.68, -0.64, 39, 15, 0.61, -0.91, 39, 15, 0.39, -0.73, 32, 37
402, -0.241, -0.214, -0.149, 0.77, 0.594, 0.148, 0.306, -0.151, 0.341, 15, 0.54, -1.2, 40, 10, 0.25, -0.78, 24, 11, 0.44, -1, 32, 32
447, -0.353, -0.0244, -0.129, 0.546, 0.386, 0.148, 0.341, 0, 0.365, 15, 0.48, 0.06, 30, 4.1, -0.18, -0.18, 7.6, 15, 0.28, 0.16, 25, 21
483, -0.268, -0.231, -0.0444, 1.1, 0.372, 0.162, 0.442, -0.214, 0.309, 13, 1.2, -0.86, 51, 15, 1.8, -0.66, 72, 13, 1.2, -0.88, 53, 59
515, -0.255, -0.221, -0.282, 1.16, 0.173, 0.144, 0.445, -0.215, 0.239, 0.73, -0.34, -0.00016, 5.2, 0.75, -0.36, 0.0062, 5.3, 0.75, -0.35, 0.0051, 5.3, 5.2
508, -0.35, -0.204, 0.0322, 1.21, 0.331, 0.166, 0.473, 0.205, 0.346, 3, 0.6, -0.09, 22, 3, 0.58, -0.21, 22, 3, 0.56, -0.25, 21, 22
509, -0.332, -0.0267, 0.14, 2.12, 0.351, 0.129, 0.369, -0.223, 0.342, 0.88, 0.39, -0.063, 14, 0.88, 0.39, -0.069, 14, 0.88, 0.4, -0.066, 14, 14
451, -0.269, -0.137, -0.393, 0.71, 0.52, 0.105, 0.434, -0.102, 0.397, 1.4, -0.33, -0.067, 5.7, 1.4, -0.32, -0.054, 5.6, 15, 0.53, 0.84, 37, 16
471, -0.312, -0.146, 0.0624, 0.82, 0.526, 0.12, 0.435, -0.182, -0.0369, 0.9, 0.39, 0.013, 14, 0.93, 0.4, 0.0031, 14, 0.95, 0.4, 0.0068, 14, 14
453, -0.266, -0.244, -0.237, 1.23, 0.461, 0.166, 0.554, -0.0434, 0.39, 14, 0.15, 1.6, 34, 12, 0.2, 1.2, 30, 14, 0.41, 1.2, 36, 33
453, -0.264, -0.146, -0.25, 1.11, 0.273, 0.18, 0.44, -0.0315, 0.459, 14, 0.36, 0.13, 26, 15, 0.65, 0.59, 38, 15, 0.72, 0.092, 38, 34
457, -0.684, -0.00977, -0.192, 0.799, 0.418, 0.114, 0.311, 0.061, -0.168, 2.2, -0.32, 0.088, 6.5, 2.2, -0.3, 0.19, 6.7, 2.1, 0.17, 0.4, 11, 8
554, -0.561, -0.132, -0.189, 1.09, 0.265, 0.131, 0.408, 0.229, 0.0636, 7.7, 0.47, 0.34, 24, 15, -0.75, 0.89, 28, 9.2, 0.42, 0.75, 27, 26
224, -0.61, -0.0676, -0.2, 1.56, 0.641, 0.11, 0.48, 0.143, -0.0754, 15, 0.45, 1.5, 41, 15, 3, -0.85, 1.1e+02, 15, 2.4, 1.6, 92, 80
222, -0.61, -0.0676, -0.2, 1.85, 0.641, 0.11, 0.48, 0.143, -0.0754, 15, 1, 1.4, 54, 8.1, 0.59, 0.95, 32, 15, 2.1, 1.5, 83, 57
368, -0.955, -0.0331, -0.193, 2.23, 0.724, 0.101, 0.568, 0.109, 0.0373, 9.4, 1, -0.85, 44, 8.4, 0.95, -0.85, 41, 5.9, 0.51, -0.75, 26, 37
319, -0.464, -0.0184, -0.159, 0.619, 0.611, 0.104, 0.529, 0.171, 0.5, 15, 0.32, -0.6, 29, 13, 0.89, 0.14, 41, 15, 0.23, -0.44, 26, 32
509, -0.263, -0.135, -0.192, 1.07, 0.283, 0.168, 0.636, -0.118, 0.441, 15, 0.17, -1, 30, 15, 0.61, -1.1, 40, 15, 0.47, -0.93, 36, 35
513, -0.266, -0.0962, -0.188, 1.25, 0.566, 0.5, 0.476, -0.0587, 0.566, 14, 0.93, 0.49, 44, 12, 0.58, 0.65, 34, 14, -0.45, 0.56, 22, 34
489, -0.285, -0.202, -0.178, 0.776, 0.405, 0.14, 0.375, -0.00537, 0.431, 15, 1.1, 0.12, 48, 15, 1.5, -0.23, 60, 15, 0.13, -0.89, 28, 45
524, -0.279, -0.187, -0.214, 0.808, 0.591, 0.105, 0.399, -0.287, 0.302, 15, 0.62, -0.58, 37, 15, 0.3, 0.81, 31, 15, 0.67, 0.51, 38, 35
491, -0.296, -0.193, -0.229, 1.06, 0.292, 0.156, 0.295, -0.168, 0.329, 15, 0.92, -0.5, 45, 15, 1, 0.19, 47, 15, 0.87, 0.15, 42, 45
564, -0.273, -0.194, -0.201, 0.996, 0.306, 0.157, 0.315, -0.208, 0.331, 15, 0.52, -0.24, 32, 15, 0.65, 0.34, 36, 15, 0.59, 0.044, 34, 34
520, -0.273, -0.214, -0.122, 0.892, 0.341, 0.19, 0.518, -0.0567, 0.33, 5.4, 0.83, -0.13, 31, 7.6, 1.1, -0.32, 41, 4.2, 0.63, -0.07, 24, 32
547, -0.268, -0.22, 0.0762, 0.934, 0.311, 0.133, 0.446, 0.036, 0.356, 3.1, 0.55, -0.14, 21, 3, 0.5, -0.24, 19, 3.1, 0.55, -0.16, 21, 20
122, -0.606, -0.1, -0.134, 1.72, 0.419, 0.118, 0.479, 0.18, 0.335, 15, 0.49, -0.011, 31, 15, 0.28, -0.19, 25, 15, 0.27, -0.16, 25, 27
206, -0.525, -0.0656, -0.134, 0.779, 0.468, 0.143, 0.481, 0.0979, 0.0689, 15, 0.00074, -0.65, 23, 15, 0.34, -0.71, 31, 15, 0.62, 0.001, 35, 29
448, -0.419, -0.0979, -0.443, 0.715, 0.451, 0.113, 0.406, 0.0533, 0.394, 0.85, -0.33, -0.03, 5.2, 0.9, -0.34, -0.047, 5.4, 0.9, -0.34, -0.046, 5.4, 5.3
449, -0.252, -0.112, -0.0434, 0.743, 0.439, 0.109, 0.377, -0.0195, 0.529, 15, 0.44, -0.27, 30, 15, 0.45, 0.3, 30, 15, 0.59, -0.07, 34, 31
383, -0.276, -0.127, -0.144, 2.23, 0.691, 0.155, 0.481, 0.263, -0.176, 1.2, 0.42, -0.049, 15, 8.4, 0.8, -0.62, 36, 15, 2.1, -1, 83, 44
555, -0.396, -0.178, -0.216, 1.84, 0.626, 0.109, 0.399, -0.0067, 0.346, 15, 0.85, -0.3, 42, 8.4, 0.94, 0.44, 39, 15, 0.66, -0.56, 38, 39
443, -0.277, -0.132, -0.326, 0.787, 0.409, 0.109, 1, -0.375, 0.442, 15, -0.19, -0.62, 22, 15, 0.75, 0.045, 39, 15, 0.86, -0.42, 43, 35
510, -0.201, -0.197, -0.0487, 1.12, 0.455, 0.171, 0.532, 0.395, 0.418, 3.1, 0.57, -0.15, 21, 3.5, 0.66, -0.13, 24, 3.5, 0.69, -0.068, 25, 24
414, -0.119, -0.205, -0.0806, 1.19, 0.623, 0.113, 0.48, 0.0839, 0.344, 15, 0.9, 0.0098, 43, 15, 0.19, -0.58, 26, 15, 0.72, -0.38, 38, 36
438, -0.267, -0.111, 0.0938, 0.825, 0.408, 0.088, 0.476, 0.0842, 0.346, 0.98, 0.39, -0.013, 14, 1, 0.4, -0.015, 14, 1, 0.41, -0.016, 14, 14
442, -0.263, -0.115, -0.105, 0.81, 0.387, 0.0707, 0.443, 0.0595, 0.5, 15, -0.58, -0.017, 22, 15, -0.9, -0.1, 25, 15, -0.82, -0.38, 25, 24
425, -0.27, -0.194, -0.294, 0.551, 0.409, 0.129, 0.44, -0.0598, 0.149, 15, -0.0068, -1.1, 27, 7.9, 0.53, -0.23, 25, 7.5, 0.54, -0.1, 25, 26
349, -0.27, -0.108, -0.255, 0.596, 0.571, 0.144, 0.399, -0.0113, 0.35, 15, 0.56, -0.88, 38, 15, 0.63, 0.67, 38, 15, 0.95, 0.55, 46, 41
372, -0.309, -0.119, -0.277, 0.888, 0.62, 0.156, 0.287, 0.456, 0.277, 15, 0.55, 0.94, 38, 15, 0.83, -0.65, 43, 15, 1.1, 0.57, 51, 44
268, -0.313, -0.14, -0.385, 0.898, 0.635, 0.145, 0.388, 0.624, 0.317, 1.3, -0.25, 0.026, 4.8, 1.3, -0.24, -0.0075, 4.7, 1.3, -0.24, -0.06, 4.7, 4.8
606, -0.371, -0.0349, -0.0526, 1.81, 0.348, 0.122, 0.507, 0.28, 0.369, 15, 0.27, 0.063, 24, 15, 0.41, -0.08, 28, 15, 0.21, 0.2, 23, 25
477, -0.251, -0.168, -0.0965, 2.05, 0.284, 0.14, 0.238, 0.377, 0.303, 13, 0.87, -0.71, 43, 15, 1.1, -0.17, 50, 4.8, 0.72, -0.11, 27, 40
538, -0.275, -0.163, -0.278, 1.05, 0.288, 0.156, 0.405, -0.0255, 0.422, 15, 0.94, 0.0029, 44, 15, 0.73, -0.33, 39, 15, 0.98, -0.047, 45, 43
447, -0.282, -0.153, -0.277, 0.815, 0.364, 0.118, 0.288, 0.0186, 0.359, 15, 0.69, -0.59, 39, 15, 0.68, -0.29, 37, 15, 0.16, -0.052, 21, 32
465, -0.502, -0.0592, 0.0219, 1.85, 0.268, 0.101, 0.469, 0.457, -0.0545, 13, 0.72, -0.61, 38, 15, 1.4, -0.049, 58, 15, 1.4, -0.14, 58, 51
583, -0.405, -0.0556, 0.0584, 1.85, 0.686, 0.113, 0.489, 0.257, -0.0385, 0.95, 0.41, -0.071, 14, 0.93, 0.4, -0.08, 14, 0.93, 0.39, -0.077, 14, 14
415, -0.45, -0.0594, -0.218, 1.83, 0.576, 0.124, 0.557, 0.201, 0.324, 15, 0.58, 0.71, 37, 15, 0.97, -0.37, 46, 15, 0.85, 0.47, 43, 42
480, -0.561, -0.0149, -0.246, 1.59, 0.742, 0.134, 0.524, 0.217, 0.123, 15, 2.1, -0.61, 81, 7.6, 0.51, -0.35, 25, 9.6, 0.39, -1.1, 30, 45
509, -0.358, -0.27, -0.0454, 1.11, 0.328, 0.134, 0.263, -0.000902, 0.283, 6.1, 0.93, -0.9, 39, 6.2, 0.95, -0.79, 39, 8.7, 0.6, -1.2, 35, 37
510, -0.372, -0.196, -0.235, 0.905, 0.317, 0.155, 0.298, 0.278, 0.342, 15, 0.38, 1.1, 35, 15, 0.31, 1, 33, 15, 0.12, 0.92, 28, 32
486, -0.554, -0.0684, -0.239, 2.63, 0.6, 0.107, 0.556, 0.522, -0.239, 2.6, 0.061, 0.44, 9.2, 2.7, 0.38, -0.27, 16, 6.3, 0.87, -0.32, 34, 20
146, -0.378, -0.107, -0.255, 2.85, 0.587, 0.152, 0.427, 0.711, 0.377, 15, 0.056, 0.0068, 18, 15, 0.039, 0.15, 18, 15, 0.03, 0.069, 17, 18
491, -0.269, -0.201, -0.304, 0.96, 0.227, 0.146, 0.497, -0.225, 0.0666, 0.8, -0.36, 0.02, 5.4, 0.77, -0.35, 0.016, 5.3, 0.8, -0.36, 0.019, 5.5, 5.4
513, -0.278, -0.168, -0.223, 1.01, 0.269, 0.0999, 0.272, 0.0283, -0.15, 15, 0.65, -0.088, 36, 15, 0.24, -0.072, 23, 15, 0.57, -0.38, 34, 31
488, -0.269, 0.0026, -0.328, 1.5, 0.405, 0.138, 0.506, -0.196, 0.298, 15, -0.12, 0.15, 18, 15, 0.022, 0.098, 17, 15, -0.043, 0.13, 17, 18
418, -0.337, -0.157, -0.321, 2.14, 0.287, 0.117, 0.511, 0.563, 0.407, 0.9, -0.34, -0.03, 5.3, 0.93, -0.35, -0.038, 5.4, 0.9, -0.34, -0.012, 5.3, 5.4
358, -0.454, -0.0607, -0.19, 0.871, 0.69, 0.115, 0.447, 0.163, -0.0301, 15, -0.21, 1, 26, 15, 1.8, -1.6, 77, 15, 0.99, -1.9, 57, 53
383, -0.656, -0.0983, -0.0663, 1.9, 0.618, 0.108, 0.461, 0.182, -0.00285, 10, 1.2, 0.99, 52, 13, 1.4, 0.8, 59, 9.9, 0.93, 1, 43, 52
535, -0.282, -0.151, -0.347, 0.79, 0.238, 0.0869, 0.284, 0.257, 0.5, 0.68, -0.35, -0.0014, 5.1, 0.68, -0.35, -0.0027, 5.2, 0.68, -0.35, -0.0013, 5.1, 5.1
491, -0.287, -0.146, -0.282, 0.999, 0.271, 0.0987, 0.247, 0.254, -0.134, 5.4, -0.26, -0.34, 11, 15, 0.56, 0.36, 34, 15, 0.33, 0.59, 30, 25
231, -0.134, -0.0769, -0.0493, 2.99, 0.631, 0.184, 0.488, 0.0562, -0.329, 1, 0.41, 0.037, 14, 1.2, 0.4, 0.036, 14, 1.1, 0.39, 0.038, 14, 14
174, -0.344, -0.0376, 0.0148, 0.971, 0.31, 0.0522, 0.469, 0.0489, 0.418, 15, 0.029, -0.13, 18, 15, -0.083, -0.12, 17, 15, -0.12, -0.073, 17, 18
426, -0.324, -0.0895, -0.102, 1.08, 0.542, 0.122, 0.39, -0.0663, 0.28, 15, 0.59, -0.57, 36, 15, 0.54, -0.58, 35, 15, 0.58, -0.56, 36, 35
469, -0.584, -0.0869, -0.341, 1.15, 0.508, 0.14, 0.663, 0.571, 0.52, 15, -0.1, 1, 26, 15, -0.095, 1.1, 27, 6.6, 0.48, 0.11, 22, 25
280, -0.133, -0.0674, -0.259, 0.356, 0.626, 0.203, 0.563, 0.831, -0.162, 13, 0.31, -0.61, 27, 15, 0.15, -0.84, 27, 15, 1.4, -0.99, 62, 39
205, -0.626, -0.0673, -0.319, 1.54, 0.63, 0.161, 0.285, 0.535, -0.0272, 15, 0.59, 1.1, 40, 15, 0.56, 0.76, 37, 15, 0.53, 0.88, 37, 38
348, -0.486, -0.151, -0.199, 1.92, 0.64, 0.114, 0, 0.444, -0.109, 9.8, 0.34, 1.1, 29, 7.6, 0.54, -0.63, 28, 12, 1.2, -0.77, 50, 36
259, -0.534, -0.252, -0.2, 1.33, 0.647, 0.125, 0.486, 0.132, 0.339, 13, 0.42, -0.95, 33, 15, -0.2, -0.61, 22, 8.3, 0.28, -0.65, 22, 26
300, -0.566, -0.0983, -0.5, 1.09, 0.525, 0.104, 0.47, 0.518, 0.423, 0.93, -0.34, 0.0022, 5.3, 0.93, -0.34, 0.0025, 5.3, 0.93, -0.32, 0.0022, 5.2, 5.3
522, -0.322, -0.133, -0.257, 0.784, 0.695, 0.136, 0.375, -0.0564, 0.313, 15, 0.7, -0.62, 39, 15, 0.32, -0.74, 31, 15, 0.78, 0.81, 43, 38
316, -0.324, -0.0751, -0.24, 0.899, 0.668, 0.14, 0.375, -0.212, 0.359, 15, 0.59, 0.94, 39, 15, 0.65, -0.84, 40, 15, 0.27, 0.91, 31, 37
490, -0.366, -0.0683, -0.0368, 1.33, 0.338, 0.122, 0.462, 0.113, 0.332, 15, 0.48, 0.17, 31, 15, 0.44, -0.086, 29, 15, 0.44, -0.056, 29, 30
482, -0.261, -0.108, 0.0216, 0.929, 0.473, 0.129, 0.492, -0.297, -0.0718, 11, 0.44, 0.59, 28, 15, 1.1, 0.78, 51, 15, 1.2, 0.54, 54, 44
527, -0.267, -0.164, -0.137, 1.14, 1.85, 0.111, 0.416, -0.179, 0.018, 0.6, 0.3, -0.01, 11, 0.6, 0.31, -0.011, 11, 0.57, 0.29, -0.0093, 10, 11
461, -0.293, -0.14, -0.0229, 1.03, 0.533, 0.141, 0.469, -0.277, 0.127, 11, 1.1, -0.86, 49, 15, 1, -0.95, 50, 13, 0.47, -0.97, 34, 44
323, -0.258, -0.107, -0.115, 0.819, 0.474, 0.137, 0.478, 0, 0.466, 15, 0.85, 0.75, 44, 15, -0.24, 0.27, 20, 15, 0.69, 1.2, 44, 36
216, -0.119, -0.123, -0.138, 2.3, 0.589, 0.129, 0.479, 0.0801, 0.702, 15, 0.11, 0.17, 20, 15, 0.11, 0.15, 20, 15, 0.12, 0.13, 20, 20
222, -0.61, -0.0676, -0.2, 1.85, 0.641, 0.11, 0.48, 0.143, -0.0754, 15, 1.5, 1.5, 66, 15, 1.8, 1.4, 75, 15, 1.5, 1.5, 67, 69
222, -0.61, -0.0676, -0.2, 1.85, 0.641, 0.11, 0.48, 0.143, -0.0754, 15, 0.26, 0.81, 30, 15, 2.7, 1.3, 1e+02, 15, 1.4, 1.7, 67, 66
481, -0.242, -0.108, -0.0742, 1.01, 0.679, 0.13, 0.539, 0.0455, -0.138, 1.2, 0.43, -0.049, 15, 1.1, 0.42, -0.065, 15, 1.4, 0.44, -0.051, 16, 15
479, -0.709, 0.0088, 0.118, 1.24, 0.794, 0.135, 0.495, -0.21, 0.0541, 0.9, 0.37, 0.0018, 13, 0.88, 0.37, 0.01, 13, 0.88, 0.37, 0.015, 13, 13
420, -0.263, -0.0587, -0.212, 0.747, 0.257, 0.164, 0.708, 0.115, 0.0344, 11, 0.44, -0.12, 26, 15, 0.0043, -0.98, 26, 15, 0.43, -0.95, 35, 29
420, -0.266, -0.183, -0.203, 0.755, 0.354, 0.144, 0.317, 0.166, 0.0661, 15, 0.041, -0.5, 22, 15, 0.17, -0.5, 25, 15, 0.18, -0.62, 26, 24
287, -0.434, -0.0815, -0.166, 1.08, 0.331, 0.104, 0.468, 0.198, 0.545, 15, 0.79, -0.1, 40, 15, 0.74, 0.049, 38, 15, 0.79, -0.071, 40, 39
310, -0.719, -0.126, -0.00415, 0.47, 0.436, 0.0895, 0.465, -0.363, -0.464, 1.7, 0.41, -0.061, 15, 2.2, 0.29, -0.077, 12, 2.5, -0.25, 0.11, 6.2, 11
478, -0.259, -0.0616, -0.135, 0.939, 0.528, 0.115, 0.442, -0.222, 0.0266, 15, 0.71, 0.39, 38, 15, 0.95, 0.033, 45, 15, 0.88, 0.0059, 42, 42
456, -0.357, -0.05, 0.0237, 1.15, 0.711, 0.116, 0.445, -0.00562, 0.0396, 0.98, 0.41, -0.042, 14, 0.98, 0.4, -0.047, 14, 0.93, 0.38, -0.041, 13, 14
469, -0.323, -0.109, 0.01, 0.76, 0.452, 0.5, 0.455, -0.341, 0.098, 4.6, 0.25, 0.33, 15, 2.8, 0.31, 0.047, 13, 4.2, 0.21, 0.35, 13, 14
481, -0.308, -0.109, 0.0045, 0.683, 0.47, 0.0582, 0.469, -0.107, -0.116, 15, 0.65, -0.41, 37, 15, 0.93, 0.14, 44, 15, 0.76, -0.29, 39, 40
359, -0.789, -0.256, -0.218, 3.1, 0.137, 0.137, 0.543, 0.0927, -0.132, 1.2, -0.33, 0.063, 5.6, 1.2, -0.34, 0.033, 5.6, 1.2, -0.36, 0.028, 5.8, 5.7
92.8, -0.34, -0.189, -0.177, 0.587, 0.15, 0.179, 0.529, 0.206, -0.118, 15, 0.58, 0.086, 34, 15, 0.58, 0.34, 34, 15, 0.55, 0.39, 34, 34
284, -0.494, -0.0157, -0.244, 1.16, 0.665, 0.133, 0.53, 0.227, 0.266, 15, 0.22, 0.8, 29, 15, 0.38, 0.9, 33, 15, 0.47, 0.9, 36, 33
352, -0.669, -0.0284, -0.18, 1.9, 0.673, 0.148, 0.544, 0.194, 0.24, 7.3, 0.72, 0.1, 30, 15, -0.73, 1.4, 32, 15, 0.17, -1.2, 32, 31
258, -0.19, -0.202, -0.155, 0.703, 0.616, 0.146, 0.322, 0.602, 0.328, 15, 0.66, 0.88, 40, 15, 0.46, -0.76, 34, 15, 0.75, -0.76, 42, 39
353, -0.287, -0.0987, -0.206, 1.04, 0.618, 0.125, 0.436, 0.307, 0.294, 15, 0.73, 0.88, 42, 15, 0.5, 0.92, 37, 15, 0.68, -0.81, 40, 40
447, -0.257, -0.4, -0.423, 0.674, 0.479, 0.116, 0.475, -0.0488, 0.412, 1.2, -0.31, 0.12, 5.5, 1.2, -0.3, 0.14, 5.6, 1.2, -0.3, 0.11, 5.4, 5.5
437, -0.356, -0.224, -0.294, 0.676, 0.418, 0.112, 0.441, 0.0253, 0.476, 15, -0.47, 1.2, 29, 15, -0.64, 1.5, 32, 15, -0.82, 0.75, 27, 29
347, -0.258, -0.114, -0.326, 2.23, 0.568, 0.141, 0.465, -0.187, 0.343, 15, 0.44, 0.97, 35, 15, 0.88, 0.31, 43, 15, 0.52, 0.91, 37, 38
318, -0.524, -0.0312, -0.28, 3.03, 0.647, 0.138, 0.548, -0.00784, -0.0549, 15, 3.2, 0.14, 1.1e+02, 5.4, 0.41, 0.12, 19, 6.2, 0.48, -0.053, 22, 50
456, -0.266, -0.266, 0.00156, 1.12, 0.461, 0.166, 0.466, -0.113, 0.566, 2.7, 0.58, -0.23, 22, 2.7, 0.61, -0.19, 22, 2.7, 0.61, -0.22, 22, 22
483, -0.267, -0.219, -0.0276, 1.23, 0.522, 0.161, 0.404, -0.168, 0.252, 3, 0.64, -0.047, 23, 3.1, 0.68, -0.053, 25, 3, 0.65, -0.08, 24, 24
451, -0.27, -0.0984, -0.136, 0.875, 0.514, 0.181, 0.379, 0.0627, 0.303, 7.1, -0.15, -0.3, 11, 6.6, 0.44, 0.33, 22, 5.6, 0.2, -0.41, 15, 16
431, -0.266, -0.142, -0.127, 0.838, 0.512, 0.173, 0.388, -0.208, 0.57, 15, 1.3, -0.58, 56, 15, 0.59, -0.99, 39, 15, 1.1, -0.46, 51, 49
422, -0.425, -0.041, -0.306, 2.35, 0.567, 0.11, 0.414, 0.0458, -0.126, 4.4, -0.17, 0.044, 7.1, 15, 0.41, 0.76, 33, 5.5, 0.15, 0.41, 14, 18
140, -0.152, -0.144, -0.285, 1.12, 0.512, 0.11, 0.477, 0.813, -0.0684, 15, -0.11, 0.42, 20, 15, 0.45, 0.33, 31, 15, 0.35, 0.41, 28, 27
426, -0.458, -0.112, -0.316, 0.777, 0.511, 0.135, 0.413, 0.806, 0.45, 15, -0.37, -1.1, 28, 11, 0.8, -0.5, 38, 15, -0.18, -1.1, 27, 31
415, -0.205, -0.102, -0.224, 0.97, 0.536, 0.119, 0.434, 0.602, 0.496, 15, 0.86, 0.082, 42, 15, 0.84, 0.17, 41, 15, 0.85, 0.0086, 42, 42
428, -0.27, -0.4, -0.243, 0.97, 0.537, 0.174, 0.296, -0.315, 0.351, 9.3, 0.72, 1.1, 38, 15, 1.7, 0.2, 67, 15, 1.6, -0.067, 65, 57
467, -0.274, -0.197, -0.163, 0.863, 0.393, 0.124, 0.329, 0, 0.337, 15, 0.91, 0.09, 43, 15, 0.66, 0.025, 36, 15, 0.72, 0.061, 38, 39
424, -0.222, -0.15, -0.284, 0.657, 0.453, 0.12, 0.457, -0.166, 0.417, 15, 1, -0.14, 47, 15, 0.77, -0.55, 41, 15, 0.92, -0.45, 45, 44
425, -0.343, -0.0837, -0.0992, 0.674, 0.543, 0.106, 0.425, 0.00694, 0.455, 15, 0.54, 0.89, 37, 15, 0.43, 0.63, 32, 15, 0.45, 0.66, 33, 34
483, -0.272, -0.122, -0.15, 0.92, 0.413, 0.094, 0.323, -0.0894, 0.374, 15, 0.57, -0.014, 33, 15, 0.68, 0.035, 37, 15, 0.63, -0.055, 35, 35
