T, A, B, Oc, C, Oj, tj, Dp, Dn, E, t1, dx1, dy1, s1, t2, dx2, dy2, s2, t3, dx3, dy3, s3, savg
257, -0.0312, -0.249, -0.289, 0.526, 0.505, 0.207, 0.249, 0.0517, 0.0921, 30, 2.6, 0.35, 1.1e+02, 30, 2.6, 0.42, 1.1e+02, 30, 2.6, 0.52, 1.1e+02, 1.1e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 3.9, -0.18, 1.5e+02, 30, 4.2, 0.37, 1.6e+02, 30, 3.8, -1, 1.5e+02, 1.5e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4, 1.4, 1.5e+02, 30, 4, 0.7, 1.5e+02, 30, 3.5, -1.3, 1.4e+02, 1.5e+02
475, -0.539, -0.0783, -0.106, 0.676, 0.505, 0.0473, 0.416, 0.0517, 0.011, 30, 2, -0.28, 92, 30, 1.9, -0.77, 90, 30, 2, -0.42, 92, 91
295, -0.434, -0.0832, -0.0468, 0.581, 0.519, 0.00469, 0.147, 0.228, 0.165, 30, 2.4, 0.17, 1e+02, 30, 2.5, 0.38, 1.1e+02, 30, 0.92, -1.6, 68, 93
257, -0.434, -0.249, -0.0468, 0.581, 0.505, 0.00469, 0.178, 0.25, 0.0921, 2, 0.24, 0.029, 10, 2.3, 0.3, -0.17, 13, 2.8, 0.38, 0.029, 15, 13
295, -0.0312, -0.0783, -0.289, 0.526, 0.671, 0.207, 0.249, 0.394, 0.011, 30, 0.046, 0.013, 32, 30, 0.053, -0.041, 33, 30, 0.071, -0.022, 33, 33
475, -0.434, -0.0832, -0.289, 0.581, 0.671, 0.121, 0.466, 0.292, 0.165, 26, 1.9, -2.8, 99, 30, 3.3, -1.9, 1.4e+02, 25, 1.2, -2.8, 81, 1.1e+02
295, -0.539, -0.0533, -0.137, 0.766, 0.643, 0.0248, 0.416, 0.451, 0.17, 30, 3.1, 0.43, 1.2e+02, 30, 3.3, 0.1, 1.3e+02, 30, 3.2, 0.19, 1.3e+02, 1.3e+02
475, -0.0357, -0.311, -0.135, 0.766, 0.229, 0.0876, 0.178, 0.292, 0.113, 30, 0.36, -0.033, 42, 30, 0.35, -0.044, 41, 30, 0.3, -0.16, 40, 41
569, -0.539, -0.0832, -0.289, 0.525, 0.519, 0.121, 0.466, 0.394, 0.165, 30, 2.2, -0.96, 99, 2.5, -0.33, 0.26, 7.7, 2.5, -0.33, 0.29, 7.9, 38
295, -0.0357, -0.0783, -0.0468, 0.581, 0.229, 0.00469, 0.178, 0.394, 0.113, 30, -1, 0.062, 41, 30, -0.95, -0.12, 41, 30, -0.86, -0.0022, 40, 41
569, -0.434, -0.311, -0.135, 0.525, 0.505, 0.0876, 0.178, 0.394, 0.011, 4.4, 0.88, 0.17, 32, 4.2, 0.62, 0.35, 25, 4.2, 0.46, 0.38, 20, 26
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.5, 0.0517, 0.011, 30, 4.4, 0.18, 1.6e+02, 30, 4.1, -0.21, 1.6e+02, 30, 4.2, -1.2, 1.6e+02, 1.6e+02
418, 0, -0.249, -0.289, 0.645, 0.671, 0.0473, 0, 0.25, 0.165, 30, -0.04, 0.17, 33, 30, 0.0063, 0.29, 34, 30, -0.0036, 0.24, 33, 33
418, -0.539, -0.0832, -0.137, 0.78, 0.671, 0.121, 0.147, 0.25, 0.165, 30, 1, 0.47, 62, 22, 0.22, -2.8, 56, 30, 0.41, 0.22, 44, 54
475, -0.152, -0.233, -0.289, 0.766, 0.275, 0.0473, 0.473, 0.292, 0.165, 1.6, -0.41, 0.012, 6.7, 1.5, -0.42, 0.011, 6.6, 30, -0.42, 0.0037, 35, 16
299, -0.539, -0.249, -0.0799, 0.676, 0.35, 0.207, 0.235, 0.228, 0.163, 2.5, -0.063, -0.29, 6.4, 2.3, -0.35, 0.13, 7.1, 2.5, 0.089, -0.25, 8, 7.2
475, 0, -0.0832, -0.289, 0.645, 0.519, 0.121, 0.147, 0.25, 0.165, 30, -2, -0.29, 51, 30, -2.1, -0.022, 52, 30, -2.1, 0.13, 52, 51
295, -0.434, -0.0783, -0.0468, 0.581, 0.201, 0.00469, 0.178, 0.451, 0.011, 30, 2.3, -1.4, 1e+02, 30, 1.9, -2.1, 96, 30, 2.6, -1.1, 1.1e+02, 1e+02
295, -0.434, -0.0406, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.394, 0.17, 30, 2.1, 2, 1e+02, 30, 2.4, -1.8, 1.1e+02, 30, 1.9, -2, 98, 1e+02
475, -0.539, -0.0832, -0.106, 0.676, 0.519, 0.0473, 0.147, 0.228, 0.163, 30, 2.6, -0.52, 1.1e+02, 30, 2.6, 0.28, 1.1e+02, 30, 2.6, 0.43, 1.1e+02, 1.1e+02
475, -0.539, -0.0832, -0.106, 0.676, 0.519, 0.00469, 0.147, 0.228, 0.165, 30, 2.6, 0.19, 1.1e+02, 30, 2.7, 0.66, 1.1e+02, 30, 2.6, -0.21, 1.1e+02, 1.1e+02
475, -0.539, -0.0832, -0.289, 0.676, 0.519, 0.121, 0.147, 0.228, 0.165, 28, 2.2, 2.9, 1.1e+02, 30, 3.7, 1.1, 1.4e+02, 25, 2, 2.9, 1e+02, 1.2e+02
475, -0.539, -0.0832, -0.289, 0.676, 0.7, 0.121, 0.147, 0.228, 0.165, 30, 4, -0.57, 1.5e+02, 24, -0.53, -2.8, 54, 30, 4, -0.57, 1.5e+02, 1.2e+02
257, -0.0312, -0.249, -0.289, 0.645, 0.671, 0.207, 0.249, 0.25, 0.0921, 30, 2.5, 0.25, 1.1e+02, 30, 2.4, 0.13, 1e+02, 30, 2.5, -0.18, 1.1e+02, 1.1e+02
257, -0.152, -0.249, -0.0799, 0.526, 0.594, 0.207, 0.249, 0.25, 0.0921, 2.8, 0.46, -0.079, 18, 11, 0.75, -0.075, 34, 7.3, 0.7, -0.019, 29, 27
257, -0.434, -0.233, -0.0468, 0.645, 0.505, 0.138, 0.416, 0.0517, 0.011, 1.5, 0.34, 0.077, 13, 1.5, 0.38, 0.056, 14, 1.5, 0.36, 0.069, 13, 13
295, -0.0312, -0.0783, -0.225, 0.581, 0.671, 0.00469, 0.49, 0.25, 0.0921, 30, -2.4, 0.13, 55, 30, -2.3, 0.21, 55, 30, -2.4, 0.25, 55, 55
418, -0.434, -0.0406, -0.137, 0.766, 0.275, 0.0248, 0.147, 0.292, 0.165, 30, 0.17, -0.023, 36, 30, 0.14, 0.059, 35, 30, 0.048, 0.17, 34, 35
475, -0.539, -0.0832, -0.137, 0.676, 0.671, 0.121, 0.239, 0.25, 0.17, 24, 2.4, 2.9, 1.1e+02, 7.6, 1, 0.47, 40, 30, 4.9, 0.81, 1.8e+02, 1.1e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 3.1, 1.3, 1.3e+02, 30, 4, 0.79, 1.5e+02, 30, 3.7, 1.6, 1.5e+02, 1.4e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 3.7, 0.14, 1.4e+02, 30, 3.7, 1.7, 1.5e+02, 30, 4.1, 0.81, 1.6e+02, 1.5e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.519, 0.00469, 0.5, 0.228, 0.163, 30, 2.2, -1.8, 1e+02, 30, 3, -0.83, 1.2e+02, 30, 3.1, 0.89, 1.2e+02, 1.2e+02
475, -0.539, -0.0832, -0.106, 0.676, 0.505, 0.0473, 0.147, 0.0517, 0.011, 30, 2.2, -0.44, 97, 30, 2.2, -0.18, 98, 30, 2.1, -0.63, 95, 97
257, -0.539, -0.249, -0.289, 0.766, 0.519, 0.207, 0.466, 0.292, 0.0921, 1.9, 0.11, -0.11, 6.5, 1.8, 0.28, 0.15, 12, 1.8, 0.21, 0.16, 9.6, 9.2
475, -0.152, -0.0832, -0.289, 0.645, 0.671, 0.121, 0.249, 0.25, 0.165, 30, 0.67, 0.037, 51, 30, 0.68, -0.051, 51, 30, 0.68, -0.025, 51, 51
418, -0.152, -0.0783, -0.0468, 0.645, 0.671, 0.00469, 0.473, 0.25, 0.165, 1, 0.41, -0.02, 14, 1.1, 0.42, -0.024, 15, 1, 0.43, -0.018, 15, 15
295, -0.434, -0.233, -0.289, 0.581, 0.505, 0.0473, 0.416, 0.0517, 0.011, 2.9, -0.19, 0.28, 7.2, 3, -0.21, -0.031, 6.2, 2.7, -0.23, 0.11, 6.3, 6.6
295, -0.434, -0.0533, -0.137, 0.581, 0.643, 0.0248, 0.178, 0.394, 0.17, 30, 3.9, -0.024, 1.5e+02, 30, 2.1, -2.2, 1e+02, 30, 3.9, 0.31, 1.5e+02, 1.3e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.451, 0.011, 30, 2.1, -2.7, 1.1e+02, 30, 3.6, 0.51, 1.4e+02, 30, 3.8, 1.1, 1.5e+02, 1.3e+02
295, -0.0312, -0.0783, -0.0468, 0.645, 0.505, 0.207, 0.249, 0.25, 0.011, 30, 0.26, 0.032, 39, 30, 0.22, 0.042, 38, 30, 0.23, 0.03, 38, 38
257, -0.434, -0.249, -0.289, 0.581, 0.671, 0.00469, 0.416, 0.0517, 0.0921, 1.9, 0.34, 0.057, 13, 2.1, 0.32, 0.039, 13, 3.2, 0.43, -0.18, 18, 14
475, -0.539, -0.0832, -0.289, 0.676, 0.519, 0.121, 0.147, 0.228, 0.165, 30, 3.5, 1.6, 1.4e+02, 30, 3.5, 1.6, 1.4e+02, 30, 3.2, 2.2, 1.3e+02, 1.4e+02
296, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.178, 0.394, 0.011, 30, 3.7, 0.99, 1.4e+02, 30, 3.9, -1.2, 1.5e+02, 30, 3.6, 1.2, 1.4e+02, 1.5e+02
475, -0.539, -0.0783, -0.0468, 0.676, 0.7, 0.121, 0.416, 0.0517, 0.165, 1, 0.44, 0.00012, 15, 1, 0.42, -0.0039, 15, 1, 0.43, -0.0021, 15, 15
295, -0.434, -0.0832, -0.289, 0.581, 0.505, 0.00469, 0.147, 0.228, 0.011, 30, 1.7, -0.45, 83, 30, 1.4, -0.63, 75, 30, 0.99, -1, 65, 75
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 3.5, 1.9, 1.4e+02, 30, 4, 0.57, 1.5e+02, 30, 3.3, 1.8, 1.3e+02, 1.4e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 3.9, 0.68, 1.5e+02, 30, 4, 1.1, 1.5e+02, 30, 4.2, 0.21, 1.6e+02, 1.5e+02
295, -0.539, -0.0832, -0.0468, 0.581, 0.519, 0.00469, 0.416, 0.228, 0.165, 1.8, 0.2, 0.25, 10, 2.5, 0.4, 0.036, 16, 2.5, 0.26, -0.24, 12, 13
475, -0.434, -0.0783, -0.106, 0.676, 0.505, 0.00469, 0.147, 0.0517, 0.011, 30, 1.1, 0.16, 64, 30, 1, 0.33, 62, 30, 1.1, 0.11, 65, 64
295, -0.434, -0.4, -0.289, 0.581, 0.505, 0.00469, 0.249, 0.25, 0.0921, 1.9, -0.38, 0.081, 6.8, 1.8, -0.33, 0.0034, 6.1, 3.3, 0.16, -0.39, 12, 8.2
257, -0.0312, -0.0783, -0.0468, 0.645, 0.671, 0.207, 0.416, 0.0517, 0.011, 1, 0.42, -0.018, 15, 1, 0.43, -0.018, 15, 1, 0.42, -0.0082, 15, 15
475, -0.539, -0.0832, -0.289, 0.676, 0.519, 0.121, 0.147, 0.228, 0.165, 30, 3.5, 1.6, 1.4e+02, 30, 3.5, 1.5, 1.4e+02, 30, 3.5, 1.5, 1.4e+02, 1.4e+02
475, -0.539, -0.0832, -0.289, 0.676, 0.519, 0.121, 0.147, 0.228, 0.165, 30, 3.6, 1.4, 1.4e+02, 30, 3.7, -0.00069, 1.4e+02, 30, 3.5, 1.5, 1.4e+02, 1.4e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.5, 0.394, 0.011, 30, 3.1, 2, 1.3e+02, 30, 2.2, -2.4, 1.1e+02, 30, 2.5, 2.2, 1.1e+02, 1.2e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.178, 0.0517, 0.011, 30, 4.1, -0.29, 1.6e+02, 30, 3.3, -2.2, 1.4e+02, 30, 4, -0.29, 1.5e+02, 1.5e+02
475, -0.152, -0.0832, -0.0799, 0.676, 0.7, 0.207, 0.473, 0.228, 0.0921, 1, 0.47, -0.0046, 16, 1.1, 0.46, -0.0048, 16, 1, 0.47, -0.0051, 16, 16
257, -0.539, -0.233, -0.289, 0.645, 0.594, 0.121, 0.147, 0.25, 0.165, 1.3, -0.26, 0.11, 5.1, 1.2, -0.25, 0.11, 5, 1.3, -0.27, 0.12, 5.2, 5.1
475, -0.0312, -0.233, -0.225, 0.766, 0.519, 0.121, 0.49, 0.292, 0.165, 30, 0.92, -0.32, 59, 30, 0.95, -0.25, 60, 30, 0.97, -0.14, 60, 60
257, -0.539, -0.0832, -0.289, 0.645, 0.671, 0.138, 0.466, 0.25, 0.0921, 1.4, -0.26, -0.12, 5.2, 1.4, -0.26, -0.081, 5.1, 1.4, -0.26, -0.11, 5.2, 5.2
257, -0.539, -0.0832, -0.289, 0.766, 0.519, 0.207, 0.466, 0.25, 0.0921, 1.9, -0.28, 0.24, 6.5, 1.9, -0.25, -0.19, 6, 1.9, -0.32, 0.18, 6.5, 6.3
475, -0.152, -0.233, -0.0799, 0.645, 0.594, 0.121, 0.473, 0.292, 0.165, 30, 3.6, 0.74, 1.4e+02, 30, 3.2, 1.5, 1.3e+02, 29, 1.9, -2.8, 1e+02, 1.2e+02
475, -0.539, -0.0832, -0.106, 0.676, 0.519, 0.0473, 0.147, 0.228, 0.163, 30, 2.7, -0.17, 1.1e+02, 30, 2.5, 0.57, 1.1e+02, 30, 2.7, -0.16, 1.1e+02, 1.1e+02
475, -0.539, -0.0832, -0.106, 0.676, 0.519, 0.00469, 0.147, 0.228, 0.165, 30, 2.7, 0.38, 1.1e+02, 30, 2.1, 1.3, 98, 30, 2.5, 1.1, 1.1e+02, 1.1e+02
257, -0.152, -0.0832, -0.0799, 0.645, 0.594, 0.121, 0.466, 0.25, 0.165, 30, 1.4, -0.053, 73, 30, 1.5, 0.079, 76, 30, 1.4, 0.4, 73, 74
475, -0.539, -0.233, -0.289, 0.645, 0.519, 0.207, 0.473, 0.25, 0.0921, 2.7, -0.31, -0.23, 7.5, 3, -0.18, -0.14, 6.3, 3.2, -0.18, -0.1, 6.4, 6.7
475, -0.434, -0.0406, -0.0468, 0.676, 0.505, 0.00469, 0.147, 0.228, 0.011, 30, 0.091, 0.66, 40, 30, 1.1, 0.74, 65, 30, 0.87, 0.8, 60, 55
295, -0.539, -0.0832, -0.106, 0.645, 0.519, 0.0473, 0.416, 0.0517, 0.165, 3.8, 0.27, 0.18, 13, 4.3, 0.31, 0.39, 17, 3.9, 0.41, 0.016, 17, 16
475, -0.539, -0.0832, -0.289, 0.676, 0, 0.121, 0.147, 0.228, 0.165, 0.65, -0.4, -0.0076, 5.6, 0.65, -0.4, -0.008, 5.6, 0.65, -0.39, -0.0073, 5.6, 5.6
475, -0.434, -0.0783, -0.289, 0.676, 0.519, 0.121, 0.416, 0.228, 0.011, 30, 3.2, -0.1, 1.3e+02, 30, 3.1, -0.65, 1.2e+02, 30, 3.2, 0.54, 1.3e+02, 1.3e+02
295, -0.539, -0.0832, -0.0468, 0.581, 0.505, 0.00469, 0.147, 0.0517, 0.165, 2.5, 0.25, -0.34, 13, 2.5, 0.29, -0.22, 13, 2.6, 0.36, -0.2, 15, 14
475, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.228, 0.165, 30, 2.2, -1, 99, 30, 0.037, -0.12, 33, 30, 2.1, -1.3, 99, 77
295, -0.539, -0.0832, -0.289, 0.676, 0.7, 0.121, 0.147, 0.0517, 0.011, 30, 1.5, 1.3, 82, 30, 0.47, 2, 61, 30, -0.47, 1, 42, 62
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.2, -0.024, 1.6e+02, 30, 4, 0.8, 1.5e+02, 30, 3.8, -1.4, 1.5e+02, 1.5e+02
295, -0.78, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 2.2, 0.35, 0.3, 15, 2.2, 0.42, 0.17, 16, 2.3, 0.36, 0.34, 15, 15
295, -0.78, -0.0783, -0.0468, 0.581, 0.505, 0.207, 0.5, 0.25, 0.0921, 2, -0.54, 0.091, 8.5, 1.6, 0.061, -0.0043, 4.4, 1.6, 0.063, -0.05, 4.7, 5.9
257, -0.0312, -0.249, -0.289, 0.526, 0.671, 0.00469, 0.249, 0.0517, 0.011, 15, -3, 1.1, 48, 14, -3, -0.0053, 45, 14, -3, 0.32, 45, 46
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4, 1, 1.5e+02, 30, 3.3, 1.8, 1.3e+02, 30, 3.9, 1.1, 1.5e+02, 1.5e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.178, 0.0517, 0.011, 29, 2.9, 2.9, 1.3e+02, 30, 4.1, 1.2, 1.5e+02, 30, 3.8, 1.2, 1.5e+02, 1.4e+02
295, -0.434, -0.0832, -0.4, 0.676, 0.505, 0.00469, 0.416, 0.228, 0.165, 1.2, -0.41, 0.022, 6.3, 1.2, -0.39, 0.021, 6.2, 1.2, -0.41, 0.018, 6.4, 6.3
475, -0.539, -0.0783, -0.0468, 0.581, 0.7, 0.121, 0.147, 0.0517, 0.011, 1, 0.44, -0.0072, 15, 1, 0.45, -0.0038, 15, 1, 0.45, -0.01, 15, 15
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.2, -1.2, 1.6e+02, 30, 3.7, -1.1, 1.4e+02, 30, 4.2, 0.5, 1.6e+02, 1.5e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 3.4, -1.7, 1.4e+02, 30, 3.9, -0.27, 1.5e+02, 30, 3.8, 0.18, 1.4e+02, 1.4e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.5, 0.0517, 0.011, 30, 4, -0.4, 1.5e+02, 30, 3.4, -1.9, 1.4e+02, 26, 1.9, 2.9, 99, 1.3e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.394, 0.011, 30, 4, -0.46, 1.5e+02, 30, 3.8, -0.34, 1.5e+02, 30, 3.8, 1, 1.5e+02, 1.5e+02
295, -0.434, -0.0783, -0.289, 0.676, 0.7, 0.00469, 0.147, 0.228, 0.165, 30, -0.75, -0.45, 40, 30, 1.7, -1.3, 85, 30, 1.7, 1.2, 86, 71
475, -0.539, -0.0832, -0.0468, 0.581, 0.505, 0.121, 0.5, 0.394, 0.011, 3.6, 0.37, -0.61, 19, 5, 0.092, -0.53, 13, 3, -0.33, 0.061, 7.4, 13
475, -0.539, -0.0832, -0.289, 0.676, 0.519, 0.121, 0.147, 0.228, 0.165, 30, 3.6, 1.2, 1.4e+02, 30, 3.5, 1.4, 1.4e+02, 30, 3.2, -1.4, 1.3e+02, 1.4e+02
475, -0.539, -0.0832, -0.289, 0.676, 0.7, 0.121, 0.147, 0.228, 0.165, 30, 3.7, -1.5, 1.4e+02, 30, 3.8, -1.2, 1.5e+02, 30, 3.8, 0.89, 1.5e+02, 1.5e+02
295, -0.434, -0.0783, -0.289, 0.676, 0.505, 0.00469, 0.416, 0.228, 0.165, 30, 0.5, -0.17, 46, 30, 0.25, -0.41, 41, 30, 0.27, -0.41, 41, 43
475, -0.539, -0.0832, -0.0468, 0.581, 0.519, 0.121, 0.147, 0.0517, 0.011, 2.8, 0.4, 0.46, 18, 5.8, 0.97, -0.051, 36, 9.9, 1.2, 0.25, 47, 34
475, -0.434, -0.0832, -0.289, 0.581, 0.505, 0.00469, 0, 0.394, 0.165, 30, 0.82, 0.33, 56, 30, 0.75, 0.36, 54, 30, 0.73, 0.27, 53, 55
295, -0.539, -0.0783, -0.0468, 0.676, 0.519, 0.121, 0.147, 0.228, 0.011, 30, 3.6, 0.045, 1.4e+02, 30, 3.7, -0.93, 1.4e+02, 30, 3.4, 0.12, 1.3e+02, 1.4e+02
475, -0.539, -0.0832, -0.289, 0.676, 0.7, 0.121, 0.147, 0.228, 0.165, 30, 3.5, -1.6, 1.4e+02, 30, 3.7, -1.5, 1.5e+02, 30, 3.9, -0.31, 1.5e+02, 1.4e+02
475, -0.539, -0.0832, -0.289, 0.676, 0.519, 0.121, 0.147, 0.228, 0.165, 30, 2.9, 2.5, 1.3e+02, 30, 3.1, 2.4, 1.3e+02, 25, 1.9, 2.9, 98, 1.2e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.2, 0.18, 1.6e+02, 30, 3.7, -1.4, 1.4e+02, 30, 3.8, 1.5, 1.5e+02, 1.5e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 3.7, 1.3, 1.4e+02, 30, 4.1, 0.57, 1.6e+02, 30, 4, 1.1, 1.5e+02, 1.5e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 3.7, -1.1, 1.4e+02, 30, 3.9, -0.45, 1.5e+02, 30, 3.7, 1.3, 1.4e+02, 1.4e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.178, 0.394, 0.011, 30, 3.8, -0.13, 1.4e+02, 30, 3.8, 1.1, 1.5e+02, 30, 3.1, 2, 1.3e+02, 1.4e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4, -0.94, 1.5e+02, 30, 4.3, -0.64, 1.6e+02, 30, 3.9, 0.019, 1.5e+02, 1.5e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4, 0.24, 1.5e+02, 30, 3.4, -1.6, 1.4e+02, 30, 4.2, -0.033, 1.6e+02, 1.5e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 3.7, 1.4, 1.4e+02, 30, 4.1, -0.52, 1.5e+02, 30, 3.9, -1.2, 1.5e+02, 1.5e+02
296, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.178, 0.394, 0.011, 30, 3.1, -1.7, 1.3e+02, 30, 3.7, 0.84, 1.4e+02, 30, 4, 1.3, 1.5e+02, 1.4e+02
257, -0.0312, -0.249, -0.289, 0.526, 0.505, 0.207, 0.249, 0.0517, 0.0921, 30, 2.6, -0.47, 1.1e+02, 30, 2.6, 0.3, 1.1e+02, 30, 2.6, -0.24, 1.1e+02, 1.1e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.671, 0.00469, 0.416, 0.25, 0.011, 1, 0.39, 0.0044, 14, 1, 0.39, -0.0042, 14, 1, 0.4, 0.0021, 14, 14
295, -0.434, -0.0783, -0.289, 0.581, 0.505, 0.121, 0.178, 0.0517, 0.011, 30, 1.9, -0.57, 88, 30, 1.9, 0.38, 88, 30, 1.9, 0.38, 88, 88
475, -0.539, -0.0832, -0.0468, 0.676, 0.519, 0.00469, 0.147, 0.228, 0.165, 30, 3.2, -0.26, 1.3e+02, 30, 3.3, 0.33, 1.3e+02, 30, 3.2, 0.9, 1.3e+02, 1.3e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.3, -0.78, 1.6e+02, 30, 4, -0.24, 1.5e+02, 30, 3.9, 1.3, 1.5e+02, 1.5e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4.1, 0.2, 1.5e+02, 30, 3.8, 1.4, 1.5e+02, 30, 4.1, -0.00068, 1.5e+02, 1.5e+02
475, -0.539, -0.0832, -0.289, 0.676, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 0.71, 0.19, 52, 30, 0.67, 0.26, 52, 30, 0.64, 0.28, 51, 52
295, -0.434, -0.0783, -0.0468, 0.581, 0.519, 0.121, 0.147, 0.228, 0.165, 30, 2.7, 0.27, 1.1e+02, 30, 1.4, 2.1, 84, 30, 2.2, -1.5, 1e+02, 99
295, -0.434, -0.0783, -0.289, 0.676, 0.505, 0.121, 0.416, 0.0517, 0.165, 30, 0.086, -0.06, 34, 30, 0.16, -0.28, 38, 30, 0.11, -0.31, 36, 36
475, -0.539, -0.0832, -0.0468, 0.581, 0.519, 0.00469, 0.147, 0.228, 0.011, 4.9, 0.27, -0.25, 15, 4.2, 0.14, -0.17, 10, 3.7, 0.37, 0.22, 16, 14
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.178, 0.0517, 0.011, 30, 4.4, -0.72, 1.6e+02, 30, 4.2, 1, 1.6e+02, 30, 4.1, -0.22, 1.5e+02, 1.6e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.394, 0.011, 30, 3.9, 0.29, 1.5e+02, 30, 3.6, 1.4, 1.4e+02, 30, 3.8, -0.14, 1.4e+02, 1.4e+02
475, -0.539, -0.0832, -0.289, 0.676, 0.519, 0.121, 0.147, 0.228, 0.165, 30, 3.7, -0.5, 1.4e+02, 30, 3.7, 1.1, 1.4e+02, 30, 3.2, 2.1, 1.3e+02, 1.4e+02
475, -0.539, -0.0832, -0.289, 0.676, 0.7, 0.121, 0.147, 0.228, 0.165, 24, 1.4, 2.9, 85, 30, 3.9, -0.65, 1.5e+02, 30, -1.4, -0.047, 45, 93
475, -0.539, -0.0832, -0.289, 0.676, 0.519, 0.121, 0.147, 0.228, 0, 28, 3.1, 2.8, 1.3e+02, 30, 4, 1.3, 1.5e+02, 30, 3.7, 2, 1.5e+02, 1.4e+02
295, -0.434, -0.0783, -0.0468, 0.676, 0.7, 0.121, 0.147, 0.228, 0.165, 0.95, 0.42, 0.023, 14, 0.95, 0.4, 0.028, 14, 0.95, 0.4, 0.026, 14, 14
475, -0.539, -0.0832, -0.289, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 0.34, 0.14, 42, 30, 0.37, 0.068, 42, 30, 0.34, -0.029, 41, 42
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 4, 0.83, 1.5e+02, 30, 3.9, 0.83, 1.5e+02, 30, 4.2, -0.033, 1.6e+02, 1.5e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.416, 0.0517, 0.011, 30, 3.7, 0.1, 1.4e+02, 30, 3.9, 1.2, 1.5e+02, 30, 4.1, 0.59, 1.6e+02, 1.5e+02
295, -0.434, -0.0783, -0.0468, 0.581, 0.505, 0.00469, 0.178, 0.0517, 0.011, 30, 3.8, -1.4, 1.5e+02, 30, 3.9, -0.99, 1.5e+02, 30, 3.5, 2.1, 1.4e+02, 1.5e+02
