0.000366, -0.000189, 0.35
0.000683, -0.000189, 0.351
0.00228, -0.000204, 0.353
0.00548, -0.000243, 0.353
0.0101, -0.000237, 0.353
0.0158, -0.000212, 0.35
0.023, -1.92e-05, 0.347
0.0314, 0.000915, 0.343
0.0389, 0.00165, 0.342
0.0453, 0.00114, 0.341
0.0505, -0.00072, 0.341
0.0548, -0.00371, 0.342
0.0587, -0.00731, 0.34
0.0605, -0.00911, 0.34
0.0603, -0.0087, 0.34
0.0588, -0.00646, 0.34
0.0559, -0.00258, 0.34
0.0518, 0.00282, 0.339
0.048, 0.00931, 0.336
0.0467, 0.0145, 0.336
0.0466, 0.0174, 0.338
0.0479, 0.0181, 0.339
0.05, 0.017, 0.339
0.0528, 0.0142, 0.339
0.0567, 0.011, 0.338
0.0618, 0.00914, 0.338
0.0683, 0.00907, 0.337
0.0766, 0.0107, 0.337
0.0858, 0.0133, 0.336
0.095, 0.0166, 0.335
0.104, 0.0193, 0.335
0.115, 0.0208, 0.334
0.123, 0.0197, 0.335
0.131, 0.0166, 0.336
0.137, 0.012, 0.336
0.141, 0.00653, 0.336
0.146, 0.00154, 0.337
0.153, -0.00195, 0.336
0.161, -0.00368, 0.335
0.171, -0.00321, 0.334
0.179, -0.000474, 0.333
0.186, 0.00406, 0.335
0.193, 0.00884, 0.336
0.201, 0.0125, 0.334
0.212, 0.0146, 0.331
0.222, 0.0141, 0.331
0.231, 0.0114, 0.332
0.238, 0.00747, 0.334
0.245, 0.00364, 0.335
0.254, 0.000738, 0.333
0.265, -0.00109, 0.329
0.276, -0.00128, 0.327
0.286, 0.000797, 0.327
0.295, 0.00443, 0.329
0.305, 0.00821, 0.331
0.315, 0.0115, 0.328
0.326, 0.0132, 0.325
0.337, 0.0121, 0.325
0.347, 0.0088, 0.327
0.357, 0.00426, 0.33
0.366, -0.000603, 0.331
0.377, -0.00475, 0.328
0.388, -0.00735, 0.324
0.399, -0.0068, 0.324
0.409, -0.00373, 0.327
0.419, 0.000972, 0.33
0.429, 0.00619, 0.331
0.44, 0.0104, 0.329
0.453, 0.0131, 0.325
0.464, 0.0126, 0.325
0.475, 0.00955, 0.327
0.486, 0.00479, 0.33
0.497, -0.000706, 0.33
0.509, -0.00541, 0.327
0.522, -0.00866, 0.323
0.533, -0.0089, 0.324
0.545, -0.00662, 0.327
0.556, -0.00265, 0.331
0.568, 0.00199, 0.331
0.58, 0.00572, 0.327
0.594, 0.00754, 0.324
0.606, 0.0064, 0.325
0.619, 0.00288, 0.327
0.63, -0.00228, 0.33
0.643, -0.00814, 0.33
0.656, -0.0133, 0.326
0.669, -0.0164, 0.323
0.681, -0.0161, 0.325
0.693, -0.0135, 0.328
0.706, -0.0093, 0.331
0.718, -0.0044, 0.331
0.732, 5.49e-05, 0.326
0.745, 0.00254, 0.322
0.757, 0.0022, 0.324
0.769, -0.000499, 0.327
0.781, -0.00458, 0.33
0.793, -0.00932, 0.33
0.806, -0.0137, 0.325
0.819, -0.0156, 0.323
0.831, -0.0145, 0.325
0.842, -0.0112, 0.328
0.854, -0.00648, 0.331
0.866, -0.000983, 0.331
0.878, 0.00387, 0.326
0.892, 0.00685, 0.322
0.904, 0.00686, 0.324
0.916, 0.00452, 0.327
0.928, 0.000627, 0.33
0.94, -0.00399, 0.33
0.953, -0.00822, 0.325
0.966, -0.0101, 0.322
0.978, -0.00876, 0.324
0.989, -0.00526, 0.328
1, -0.000418, 0.331
1.01, 0.00495, 0.33
1.03, 0.00995, 0.326
1.04, 0.0127, 0.323
1.05, 0.0124, 0.325
1.06, 0.00985, 0.328
1.08, 0.00569, 0.331
1.09, 0.000707, 0.331
1.1, -0.00388, 0.325
1.12, -0.00665, 0.321
1.13, -0.00652, 0.323
1.14, -0.00414, 0.326
1.15, -0.000373, 0.33
1.17, 0.00401, 0.33
1.18, 0.00802, 0.325
1.19, 0.00982, 0.322
1.21, 0.00849, 0.324
1.22, 0.00498, 0.327
1.23, 8.55e-05, 0.33
1.24, -0.00535, 0.329
1.26, -0.0104, 0.324
1.27, -0.0127, 0.322
1.28, -0.0119, 0.325
1.29, -0.00889, 0.328
1.31, -0.00441, 0.331
1.32, 0.000844, 0.331
1.33, 0.00601, 0.325
1.35, 0.00924, 0.321
1.36, 0.00937, 0.323
1.37, 0.00722, 0.327
1.38, 0.00352, 0.331
1.39, -0.000963, 0.33
1.41, -0.00507, 0.325
1.42, -0.00751, 0.322
1.43, -0.00706, 0.324
1.44, -0.00442, 0.327
1.46, -0.000503, 0.33
1.47, 0.00398, 0.33
1.48, 0.00809, 0.325
1.49, 0.00994, 0.323
1.51, 0.0087, 0.325
1.52, 0.00524, 0.328
1.53, 0.000327, 0.331
1.54, -0.00526, 0.33
1.55, -0.0104, 0.325
1.57, -0.0134, 0.322
1.58, -0.0132, 0.324
1.59, -0.0106, 0.327
1.6, -0.00659, 0.331
1.62, -0.00194, 0.331
1.63, 0.00235, 0.325
1.64, 0.00496, 0.322
1.65, 0.00485, 0.324
1.67, 0.00248, 0.327
1.68, -0.00148, 0.33
1.69, -0.00622, 0.33
1.7, -0.0105, 0.325
1.72, -0.0125, 0.323
1.73, -0.0113, 0.325
1.74, -0.00788, 0.328
1.75, -0.00312, 0.331
1.76, 0.00221, 0.33
1.78, 0.00714, 0.325
1.79, 0.0101, 0.322
1.8, 0.00992, 0.324
1.81, 0.00732, 0.328
1.83, 0.00313, 0.331
1.84, -0.00181, 0.331
1.85, -0.00653, 0.325
1.86, -0.00916, 0.322
1.88, -0.00876, 0.324
1.89, -0.00599, 0.328
1.9, -0.00176, 0.331
1.91, 0.00318, 0.331
1.93, 0.00769, 0.326
1.94, 0.0102, 0.322
1.95, 0.00953, 0.324
1.96, 0.00663, 0.327
1.98, 0.00236, 0.331
1.99, -0.00246, 0.33
2, -0.0067, 0.325
2.01, -0.00863, 0.322
2.03, -0.0073, 0.325
2.04, -0.00381, 0.328
2.05, 0.000952, 0.331
2.06, 0.00627, 0.33
2.08, 0.011, 0.325
2.09, 0.014, 0.322
2.1, 0.0138, 0.324
2.11, 0.0111, 0.327
2.12, 0.007, 0.331
2.14, 0.00219, 0.33
2.15, -0.00216, 0.325
2.16, -0.00419, 0.322
2.17, -0.00314, 0.324
2.19, -0.000237, 0.327
2.2, 0.0041, 0.331
2.21, 0.00913, 0.33
2.22, 0.0137, 0.326
2.24, 0.0163, 0.322
2.25, 0.0159, 0.324
2.26, 0.0133, 0.327
2.27, 0.00919, 0.33
2.28, 0.0044, 0.33
2.3, 3.36e-05, 0.325
2.31, -0.00196, 0.323
2.32, -0.000824, 0.325
2.34, 0.00247, 0.328
2.35, 0.00726, 0.332
2.36, 0.0129, 0.331
2.37, 0.0181, 0.325
2.39, 0.0214, 0.322
2.4, 0.0219, 0.323
2.41, 0.02, 0.327
2.42, 0.0167, 0.33
2.43, 0.0128, 0.33
2.45, 0.00935, 0.325
2.46, 0.0082, 0.322
2.47, 0.0101, 0.324
2.48, 0.0141, 0.327
2.5, 0.0194, 0.33
2.51, 0.0253, 0.33
2.52, 0.0308, 0.325
2.53, 0.0339, 0.323
2.54, 0.0338, 0.325
2.56, 0.0316, 0.328
2.57, 0.0276, 0.332
2.58, 0.0229, 0.331
2.59, 0.0184, 0.326
2.61, 0.0161, 0.322
2.62, 0.0169, 0.324
2.63, 0.0201, 0.327
2.64, 0.0248, 0.331
2.65, 0.0302, 0.33
2.67, 0.0351, 0.326
2.68, 0.0382, 0.322
2.69, 0.0381, 0.324
2.7, 0.0357, 0.327
2.71, 0.0321, 0.33
2.73, 0.0278, 0.33
2.74, 0.0244, 0.326
2.75, 0.023, 0.323
2.76, 0.0249, 0.324
2.78, 0.0293, 0.328
2.79, 0.0351, 0.331
2.8, 0.0415, 0.33
2.81, 0.0472, 0.326
2.82, 0.051, 0.322
2.84, 0.0516, 0.325
2.85, 0.0497, 0.328
2.86, 0.0462, 0.332
2.87, 0.0418, 0.331
2.89, 0.038, 0.326
2.9, 0.036, 0.322
2.91, 0.0368, 0.323
2.92, 0.0399, 0.326
2.94, 0.0443, 0.33
2.95, 0.0493, 0.33
2.96, 0.054, 0.325
2.97, 0.0563, 0.323
2.99, 0.0554, 0.325
3, 0.0527, 0.327
3.01, 0.0486, 0.331
3.02, 0.0438, 0.33
3.03, 0.0397, 0.326
3.05, 0.0379, 0.323
3.06, 0.0392, 0.325
3.07, 0.0428, 0.328
3.08, 0.0479, 0.331
3.09, 0.0538, 0.331
3.11, 0.0592, 0.325
3.12, 0.0628, 0.322
3.13, 0.0635, 0.324
3.14, 0.0618, 0.326
3.16, 0.0588, 0.33
3.17, 0.0549, 0.329
3.18, 0.0516, 0.324
3.19, 0.0505, 0.322
3.21, 0.0524, 0.324
3.22, 0.0564, 0.327
3.23, 0.0616, 0.33
3.24, 0.0673, 0.329
3.25, 0.0728, 0.324
3.27, 0.0759, 0.322
3.28, 0.0758, 0.324
3.29, 0.0734, 0.328
3.3, 0.0694, 0.331
3.32, 0.0646, 0.33
3.33, 0.0602, 0.325
3.34, 0.0579, 0.322
3.35, 0.0586, 0.324
3.37, 0.0616, 0.328
3.38, 0.0662, 0.331
3.39, 0.0717, 0.331
3.4, 0.077, 0.325
3.42, 0.0805, 0.322
3.43, 0.0811, 0.324
3.44, 0.0795, 0.327
3.45, 0.0764, 0.331
3.47, 0.0728, 0.33
