0.00318, -7.6e-05, 0.35
0.00355, -3.78e-05, 0.351
0.00524, 5.09e-05, 0.352
0.00834, 3.63e-05, 0.353
0.0131, -5.21e-05, 0.353
0.0195, -0.000112, 0.352
0.0272, 9.54e-06, 0.349
0.0361, 0.000601, 0.345
0.0466, 0.0019, 0.34
0.0573, 0.00325, 0.336
0.0666, 0.00274, 0.336
0.0748, 0.00022, 0.336
0.0822, -0.00391, 0.337
0.0892, -0.00894, 0.335
0.0958, -0.0141, 0.333
0.102, -0.0173, 0.334
0.107, -0.0179, 0.337
0.112, -0.0165, 0.341
0.117, -0.0135, 0.344
0.123, -0.00917, 0.346
0.128, -0.00344, 0.346
0.133, 0.0037, 0.346
0.139, 0.0122, 0.344
0.145, 0.0217, 0.341
0.151, 0.0318, 0.337
0.157, 0.0424, 0.334
0.164, 0.0524, 0.335
0.171, 0.0606, 0.337
0.179, 0.0675, 0.338
0.188, 0.0733, 0.338
0.197, 0.0779, 0.336
0.207, 0.0813, 0.336
0.219, 0.0834, 0.335
0.231, 0.0846, 0.333
0.245, 0.085, 0.329
0.26, 0.0847, 0.323
0.276, 0.0837, 0.315
0.294, 0.0821, 0.305
0.313, 0.0803, 0.291
0.334, 0.0781, 0.274
0.356, 0.0759, 0.252
0.378, 0.0738, 0.223
0.399, 0.0719, 0.189
