0.00367, -1.36e-05, 0.35
0.00404, -8.21e-05, 0.351
0.00603, -0.000233, 0.352
0.00974, -0.000352, 0.353
0.0149, -0.000409, 0.352
0.0214, -0.000372, 0.351
0.0294, -0.000305, 0.348
0.0386, -0.00021, 0.345
0.0492, -6.87e-05, 0.338
0.0602, 7.36e-05, 0.332
0.0689, 0.000237, 0.333
0.0768, 0.000297, 0.334
0.084, 0.000291, 0.335
0.0906, 0.000246, 0.335
0.0967, 0.000199, 0.335
0.102, 0.000152, 0.335
0.107, 9.12e-05, 0.335
0.112, 2.78e-05, 0.335
0.117, -2.42e-05, 0.334
0.121, -7.54e-05, 0.334
0.126, -0.00011, 0.334
0.13, -0.000151, 0.333
0.134, -0.000146, 0.333
0.139, -7.04e-05, 0.332
0.144, 2.11e-05, 0.332
0.149, 9.67e-05, 0.331
0.154, 0.000189, 0.33
0.16, 0.000261, 0.329
0.167, 0.000299, 0.328
0.174, 0.000267, 0.326
0.182, 0.000247, 0.324
0.191, 0.000251, 0.322
0.201, 0.000253, 0.319
0.212, 0.000261, 0.315
0.224, 0.000255, 0.31
0.238, 0.000259, 0.304
0.253, 0.000293, 0.297
0.27, 0.000322, 0.288
0.289, 0.000361, 0.276
0.309, 0.000425, 0.261
0.33, 0.00052, 0.243
0.352, 0.000616, 0.221
0.374, 0.000709, 0.193
